sample	ucseq_ucseq_sub_Drosophila_ananassae_2	ucseq_ucseq_sub_Drosophila_biarmipes_2	ucseq_ucseq_sub_Drosophila_bipectinata_2	ucseq_ucseq_sub_Drosophila_erecta_2	ucseq_ucseq_sub_Drosophila_eugracilis_2	ucseq_ucseq_sub_Drosophila_mauritiana_2	ucseq_ucseq_sub_Drosophila_mojavensis_2	ucseq_ucseq_sub_Drosophila_persimilis_2	ucseq_ucseq_sub_Drosophila_pseudoobscura_2	ucseq_ucseq_sub_Drosophila_sechellia_2	ucseq_ucseq_sub_Drosophila_simulans_2	ucseq_ucseq_sub_Drosophila_virilis_2	ucseq_ucseq_sub_Drosophila_willistoni_2	ucseq_ucseq_sub_Drosophila_yakuba_2
ucseq_ucseq_sub_Drosophila_ananassae_2	0.0	0.11014259859460707	0.06513988204533849	0.12623965843071994	0.11297412673956453	0.12516604995473946	0.17171249926745358	0.1436994451369017	0.14670524716970068	0.12608225671531115	0.124502512545277	0.16816146771995633	0.1642256005113153	0.1272929717443143
ucseq_ucseq_sub_Drosophila_biarmipes_2	0.11014259859460707	0.0	0.10824174210945314	0.1000038241115242	0.09121851727599417	0.09769749506527348	0.16955408941333527	0.1423973950625882	0.14164967984860677	0.10052638520374313	0.09711669701737424	0.1663178851458209	0.16327870116422316	0.1014203869073168
ucseq_ucseq_sub_Drosophila_bipectinata_2	0.06513988204533849	0.10824174210945314	0.0	0.1168584964346786	0.1071800573857713	0.12080714622402278	0.17035837202802262	0.1279799571860495	0.14311356212465742	0.12262633402733703	0.12061807693296189	0.16030331225957317	0.15971758376577871	0.12332039847873799
ucseq_ucseq_sub_Drosophila_erecta_2	0.12623965843071994	0.1000038241115242	0.1168584964346786	0.0	0.09528327732180808	0.06275685479225757	0.17051663624285074	0.14342014651325952	0.14206150940456597	0.06593079915534594	0.06213072733439251	0.16692844249132677	0.16117170482359544	0.06024537761507198
ucseq_ucseq_sub_Drosophila_eugracilis_2	0.11297412673956453	0.09121851727599417	0.1071800573857713	0.09528327732180808	0.0	0.09332704455793184	0.16750153297253534	0.13781213722194974	0.13694987057314156	0.09632195578574099	0.09278453491354399	0.16349519135821766	0.15841907194680793	0.09681714317373447
ucseq_ucseq_sub_Drosophila_mauritiana_2	0.12516604995473946	0.09769749506527348	0.12080714622402278	0.06275685479225757	0.09332704455793184	0.0	0.16772316959760825	0.13960920019239687	0.1356324869390304	0.020157810953599142	0.016351082562603092	0.15710787409197158	0.15800548816671434	0.06245323518977586
ucseq_ucseq_sub_Drosophila_mojavensis_2	0.17171249926745358	0.16955408941333527	0.17035837202802262	0.17051663624285074	0.16750153297253534	0.16772316959760825	0.0	0.1404943614293226	0.1460885047376249	0.1659817669989464	0.1684308556008558	0.12477428692426362	0.16816640068622002	0.17030310640571922
ucseq_ucseq_sub_Drosophila_persimilis_2	0.1436994451369017	0.1423973950625882	0.1279799571860495	0.14342014651325952	0.13781213722194974	0.13960920019239687	0.1404943614293226	0.0	0.014108022317753321	0.14038634433936115	0.14120385176269468	0.15228169639818312	0.16766721911596583	0.14347719202376474
ucseq_ucseq_sub_Drosophila_pseudoobscura_2	0.14670524716970068	0.14164967984860677	0.14311356212465742	0.14206150940456597	0.13694987057314156	0.1356324869390304	0.1460885047376249	0.014108022317753321	0.0	0.13198946928925925	0.13523030253682977	0.1586644342032777	0.16815575546429062	0.14126160016831413
ucseq_ucseq_sub_Drosophila_sechellia_2	0.12608225671531115	0.10052638520374313	0.12262633402733703	0.06593079915534594	0.09632195578574099	0.020157810953599142	0.1659817669989464	0.14038634433936115	0.13198946928925925	0.0	0.01861120749561984	0.14847256809171905	0.15485106616113242	0.06484353422025924
ucseq_ucseq_sub_Drosophila_simulans_2	0.124502512545277	0.09711669701737424	0.12061807693296189	0.06213072733439251	0.09278453491354399	0.016351082562603092	0.1684308556008558	0.14120385176269468	0.13523030253682977	0.01861120749561984	0.0	0.167396191724825	0.1581568679829728	0.061788905393012405
ucseq_ucseq_sub_Drosophila_virilis_2	0.16816146771995633	0.1663178851458209	0.16030331225957317	0.16692844249132677	0.16349519135821766	0.15710787409197158	0.12477428692426362	0.15228169639818312	0.1586644342032777	0.14847256809171905	0.167396191724825	0.0	0.1493720026101869	0.1624148642041232
ucseq_ucseq_sub_Drosophila_willistoni_2	0.1642256005113153	0.16327870116422316	0.15971758376577871	0.16117170482359544	0.15841907194680793	0.15800548816671434	0.16816640068622002	0.16766721911596583	0.16815575546429062	0.15485106616113242	0.1581568679829728	0.1493720026101869	0.0	0.12860105294628577
ucseq_ucseq_sub_Drosophila_yakuba_2	0.1272929717443143	0.1014203869073168	0.12332039847873799	0.06024537761507198	0.09681714317373447	0.06245323518977586	0.17030310640571922	0.14347719202376474	0.14126160016831413	0.06484353422025924	0.061788905393012405	0.1624148642041232	0.12860105294628577	0.0
