sample	ucseq_ucseq_sub_Drosophila_ananassae_2	ucseq_ucseq_sub_Drosophila_biarmipes_2	ucseq_ucseq_sub_Drosophila_bipectinata_2	ucseq_ucseq_sub_Drosophila_erecta_2	ucseq_ucseq_sub_Drosophila_eugracilis_2	ucseq_ucseq_sub_Drosophila_mauritiana_2	ucseq_ucseq_sub_Drosophila_mojavensis_2	ucseq_ucseq_sub_Drosophila_persimilis_2	ucseq_ucseq_sub_Drosophila_pseudoobscura_2	ucseq_ucseq_sub_Drosophila_sechellia_2	ucseq_ucseq_sub_Drosophila_simulans_2	ucseq_ucseq_sub_Drosophila_virilis_2	ucseq_ucseq_sub_Drosophila_willistoni_2	ucseq_ucseq_sub_Drosophila_yakuba_2
ucseq_ucseq_sub_Drosophila_ananassae_2	0.0	0.10965700363945696	0.06475837084875324	0.12480633046046063	0.11256076137396975	0.12370772233161664	0.1692115668766565	0.14093208156082115	0.14412030093087003	0.12459129378312528	0.12311421838551362	0.1641033641538655	0.16066802570360705	0.12560017031696113
ucseq_ucseq_sub_Drosophila_biarmipes_2	0.10965700363945696	0.0	0.10778456644042256	0.09897302577370415	0.09082221977165505	0.09687608052298491	0.16697342269330084	0.1403175273190086	0.1397133283177282	0.09942375089866384	0.09609363802464255	0.16333418945517608	0.16051361377213913	0.10024809212279251
ucseq_ucseq_sub_Drosophila_bipectinata_2	0.06475837084875324	0.10778456644042256	0.0	0.11563289287031542	0.1066524718479448	0.11964734478061634	0.1674359618493606	0.12635203179752041	0.14097940546342025	0.12169839522418413	0.11941127075638924	0.15551408474295825	0.15741342378037526	0.12209047380503135
ucseq_ucseq_sub_Drosophila_erecta_2	0.12480633046046063	0.09897302577370415	0.11563289287031542	0.0	0.09448500863542897	0.0621706577702541	0.16730579643499466	0.14108183589687429	0.13998910844278667	0.0653048364399722	0.061630431990643886	0.16327994100256515	0.15830280491520587	0.05960786228275583
ucseq_ucseq_sub_Drosophila_eugracilis_2	0.11256076137396975	0.09082221977165505	0.1066524718479448	0.09448500863542897	0.0	0.09238739995763146	0.1650194743529707	0.13511973765909857	0.135094622422409	0.09535451976138343	0.09195248520660526	0.15839216106864185	0.1541427146707276	0.09586998417012793
ucseq_ucseq_sub_Drosophila_mauritiana_2	0.12370772233161664	0.09687608052298491	0.11964734478061634	0.0621706577702541	0.09238739995763146	0.0	0.16482876910030275	0.1364830396637292	0.13361052380748129	0.020114203093245187	0.01637063310409903	0.1518789224837337	0.155811427608197	0.061919135640652545
ucseq_ucseq_sub_Drosophila_mojavensis_2	0.1692115668766565	0.16697342269330084	0.1674359618493606	0.16730579643499466	0.1650194743529707	0.16482876910030275	0.0	0.13958403726745983	0.14534143204892713	0.16402197319780432	0.1659546086591539	0.1227543605001995	0.16524560097759589	0.16734629811810753
ucseq_ucseq_sub_Drosophila_persimilis_2	0.14093208156082115	0.1403175273190086	0.12635203179752041	0.14108183589687429	0.13511973765909857	0.1364830396637292	0.13958403726745983	0.0	0.0139412123424546	0.1376827849704496	0.13891836135522506	0.1466718332751935	0.16451674071725575	0.14085117295037297
ucseq_ucseq_sub_Drosophila_pseudoobscura_2	0.14412030093087003	0.1397133283177282	0.14097940546342025	0.13998910844278667	0.135094622422409	0.13361052380748129	0.14534143204892713	0.0139412123424546	0.0	0.13037868795456975	0.13355505131494105	0.153805982789315	0.16472546290575818	0.13920114940643724
ucseq_ucseq_sub_Drosophila_sechellia_2	0.12459129378312528	0.09942375089866384	0.12169839522418413	0.0653048364399722	0.09535451976138343	0.020114203093245187	0.16402197319780432	0.1376827849704496	0.13037868795456975	0.0	0.018537259341792955	0.14469703555827151	0.15272839085907708	0.06439493216248515
ucseq_ucseq_sub_Drosophila_simulans_2	0.12311421838551362	0.09609363802464255	0.11941127075638924	0.061630431990643886	0.09195248520660526	0.01637063310409903	0.1659546086591539	0.13891836135522506	0.13355505131494105	0.018537259341792955	0.0	0.16459210860767026	0.15615996258124276	0.061228452005512635
ucseq_ucseq_sub_Drosophila_virilis_2	0.1641033641538655	0.16333418945517608	0.15551408474295825	0.16327994100256515	0.15839216106864185	0.1518789224837337	0.1227543605001995	0.1466718332751935	0.153805982789315	0.14469703555827151	0.16459210860767026	0.0	0.14683586545172023	0.15942234235673614
ucseq_ucseq_sub_Drosophila_willistoni_2	0.16066802570360705	0.16051361377213913	0.15741342378037526	0.15830280491520587	0.1541427146707276	0.155811427608197	0.16524560097759589	0.16451674071725575	0.16472546290575818	0.15272839085907708	0.15615996258124276	0.14683586545172023	0.0	0.12772222135018885
ucseq_ucseq_sub_Drosophila_yakuba_2	0.12560017031696113	0.10024809212279251	0.12209047380503135	0.05960786228275583	0.09586998417012793	0.061919135640652545	0.16734629811810753	0.14085117295037297	0.13920114940643724	0.06439493216248515	0.061228452005512635	0.15942234235673614	0.12772222135018885	0.0
