sample	ucseq_ucseq_sub_Drosophila_ananassae_2	ucseq_ucseq_sub_Drosophila_biarmipes_2	ucseq_ucseq_sub_Drosophila_bipectinata_2	ucseq_ucseq_sub_Drosophila_erecta_2	ucseq_ucseq_sub_Drosophila_eugracilis_2	ucseq_ucseq_sub_Drosophila_mauritiana_2	ucseq_ucseq_sub_Drosophila_mojavensis_2	ucseq_ucseq_sub_Drosophila_persimilis_2	ucseq_ucseq_sub_Drosophila_pseudoobscura_2	ucseq_ucseq_sub_Drosophila_sechellia_2	ucseq_ucseq_sub_Drosophila_simulans_2	ucseq_ucseq_sub_Drosophila_virilis_2	ucseq_ucseq_sub_Drosophila_willistoni_2	ucseq_ucseq_sub_Drosophila_yakuba_2
ucseq_ucseq_sub_Drosophila_ananassae_2	0.0	0.11005050925821191	0.0651060800755533	0.12585656128266431	0.11330133331004943	0.12486045368478038	0.17200833660098203	0.14291244383583523	0.14638003887896545	0.12591434473724994	0.1237965342661731	0.16828660244500893	0.1642895306462877	0.12649341899298794
ucseq_ucseq_sub_Drosophila_biarmipes_2	0.11005050925821191	0.0	0.10825158909507837	0.09969847945909416	0.09127179121067153	0.09754856129956235	0.16979619275026292	0.14233321915975994	0.1413693380991179	0.10009111887880795	0.09674167843025794	0.16595971107273833	0.16291930476855299	0.10102443293684094
ucseq_ucseq_sub_Drosophila_bipectinata_2	0.0651060800755533	0.10825158909507837	0.0	0.1164737145558482	0.10747923673657389	0.12070393167476079	0.16984034259306813	0.12794632412430362	0.14270326221648455	0.12250487037741253	0.12027084374538932	0.1610112438462663	0.1600859886839069	0.12315799341690326
ucseq_ucseq_sub_Drosophila_erecta_2	0.12585656128266431	0.09969847945909416	0.1164737145558482	0.0	0.09528999289452489	0.06272731251152475	0.16984707387226772	0.14346213548946307	0.14181699768677314	0.06578138878958817	0.06207219468251368	0.16660099584292054	0.16079736088917895	0.060068191152304884
ucseq_ucseq_sub_Drosophila_eugracilis_2	0.11330133331004943	0.09127179121067153	0.10747923673657389	0.09528999289452489	0.0	0.09307230782967124	0.16757639101933997	0.13716694977875732	0.1367805965533213	0.09596339486806282	0.09254554662981662	0.1636793212689095	0.15916563256857896	0.09669050926380929
ucseq_ucseq_sub_Drosophila_mauritiana_2	0.12486045368478038	0.09754856129956235	0.12070393167476079	0.06272731251152475	0.09307230782967124	0.0	0.16718553920320145	0.1394010875959839	0.13526038040739397	0.020223261309201157	0.016438442936883457	0.1589029002509642	0.1576533358786779	0.06239659841018863
ucseq_ucseq_sub_Drosophila_mojavensis_2	0.17200833660098203	0.16979619275026292	0.16984034259306813	0.16984707387226772	0.16757639101933997	0.16718553920320145	0.0	0.14097827235414884	0.14660816177652936	0.16614355076389087	0.1681803597888084	0.12465235455012358	0.16807951395652554	0.16944046910666755
ucseq_ucseq_sub_Drosophila_persimilis_2	0.14291244383583523	0.14233321915975994	0.12794632412430362	0.14346213548946307	0.13716694977875732	0.1394010875959839	0.14097827235414884	0.0	0.014120051904493502	0.14029276439314942	0.1406968310209723	0.15454605340188543	0.1675199070733494	0.14320412171428332
ucseq_ucseq_sub_Drosophila_pseudoobscura_2	0.14638003887896545	0.1413693380991179	0.14270326221648455	0.14181699768677314	0.1367805965533213	0.13526038040739397	0.14660816177652936	0.014120051904493502	0.0	0.13167628119465735	0.13491912752072566	0.15892685689228037	0.16748805807213518	0.14122395099637552
ucseq_ucseq_sub_Drosophila_sechellia_2	0.12591434473724994	0.10009111887880795	0.12250487037741253	0.06578138878958817	0.09596339486806282	0.020223261309201157	0.16614355076389087	0.14029276439314942	0.13167628119465735	0.0	0.018605335279276103	0.1499299844096723	0.15468181976387507	0.064861725051929
ucseq_ucseq_sub_Drosophila_simulans_2	0.1237965342661731	0.09674167843025794	0.12027084374538932	0.06207219468251368	0.09254554662981662	0.016438442936883457	0.1681803597888084	0.1406968310209723	0.13491912752072566	0.018605335279276103	0.0	0.1674680818723514	0.15791747727307814	0.06167767815384595
ucseq_ucseq_sub_Drosophila_virilis_2	0.16828660244500893	0.16595971107273833	0.1610112438462663	0.16660099584292054	0.1636793212689095	0.1589029002509642	0.12465235455012358	0.15454605340188543	0.15892685689228037	0.1499299844096723	0.1674680818723514	0.0	0.14909868569054285	0.16213486087425855
ucseq_ucseq_sub_Drosophila_willistoni_2	0.1642895306462877	0.16291930476855299	0.1600859886839069	0.16079736088917895	0.15916563256857896	0.1576533358786779	0.16807951395652554	0.1675199070733494	0.16748805807213518	0.15468181976387507	0.15791747727307814	0.14909868569054285	0.0	0.1282672781324543
ucseq_ucseq_sub_Drosophila_yakuba_2	0.12649341899298794	0.10102443293684094	0.12315799341690326	0.060068191152304884	0.09669050926380929	0.06239659841018863	0.16944046910666755	0.14320412171428332	0.14122395099637552	0.064861725051929	0.06167767815384595	0.16213486087425855	0.1282672781324543	0.0
