Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NC_014804.1-8898392,150,1.125,28890,133,28889,1,0.992537
NC_014804.1-4173395,150,2.8,28890,336,NA,0,1
NC_014804.1-11845088,150,2.875,28890,344,203682,1,0.997101
NC_014804.1-9013793,150,0.55,28890,65,203691,1,0.984848
NC_014804.1-6220600,150,0.916667,28890,109,1379697,1,0.990909
NC_014804.1-7931164,150,2.95833,28890,354,1239,1,0.997183
NC_014804.1-3402257,150,2.975,28890,357,NA,0,1
NC_014804.1-5958676,150,2.96667,28890,356,NA,0,1
NC_014804.1-3255474,150,2.95,28890,354,NA,0,1
NC_014804.1-13228809,150,2.425,28890,291,NA,0,1
NC_014804.1-9113386,150,2.41667,28890,289,201174,1,0.996552
NC_014804.1-9221477,150,1.93333,28890,230,976,1,0.995671
NC_014804.1-2003321,150,0.05,NA,3,1224,2,0.6
NC_014804.1-780889,150,2.95833,28890,355,NA,0,1
NC_014804.1-6558103,150,2.46667,28890,296,NA,0,1
NC_014804.1-246014,150,2.96667,28890,356,NA,0,1
NC_014804.1-3485335,150,0.025,NA,1,1224,1,0.5
NC_014804.1-5267495,150,2.23333,28890,267,1239,1,0.996269
NC_014804.1-13065022,150,2.43333,28890,292,NA,0,1
NC_014804.1-11917232,150,1.675,28890,201,NA,0,1
NC_014804.1-12988460,150,2.91667,28890,350,NA,0,1
NC_014804.1-5482458,150,0.075,NA,5,1239,2,0.714286
NC_014804.1-4273311,150,2.1,28890,251,1224,1,0.996032
NC_014804.1-3990410,150,2.5,28890,299,1239,1,0.996667
NC_014804.1-13206759,150,2.975,28890,357,NA,0,1
NC_014804.1-6375889,150,2.875,28890,342,1239,2,0.994186
NC_014804.1-6993992,150,2.975,28890,357,NA,0,1
NC_014804.1-11022545,150,0.025,NA,2,1239,1,0.666667
NC_014804.1-5884716,150,2.51667,28890,302,NA,0,1
NC_014804.1-956093,150,2.425,28890,291,NA,0,1
NC_014804.1-7192448,150,0.1,28890,10,1239,2,0.833333
NC_014804.1-10131089,150,0,NA,0,NA,0,0
NC_014804.1-6828413,150,1.71667,28890,206,NA,0,1
NC_014804.1-5093044,150,2.58333,28890,310,NA,0,1
NC_014804.1-9455958,150,2.94167,28890,353,NA,0,1
NC_014804.1-10722263,150,1.475,28890,177,NA,0,1
NC_014804.1-9482039,150,2.44167,28890,293,NA,0,1
NC_015471.1-249719,150,0.233333,28890,24,1239,1,0.96
NC_014804.1-1196280,150,1.80833,28890,215,1239,2,0.990783
NC_014804.1-5266179,150,2.10833,28890,253,NA,0,1
NC_014804.1-9147675,150,2.89167,28890,347,NA,0,1
NC_014804.1-3060407,150,2.46667,28890,295,976,1,0.996622
NC_014804.1-6637524,150,1.69167,28890,202,1239,1,0.995074
NC_014804.1-10248384,150,2.44167,28890,293,NA,0,1
NC_014804.1-6630426,150,2.94167,28890,352,1239,1,0.997167
NC_014804.1-3844889,150,1.875,28890,221,1239,2,0.991031
NC_014804.1-3810499,150,2.49167,28890,299,NA,0,1
NC_014804.1-13087390,150,3,28890,360,NA,0,1
NC_014804.1-8000014,150,2.24167,28890,269,NA,0,1
NC_014804.1-7076176,150,2.325,28890,279,NA,0,1
NC_014804.1-10044971,150,2.59167,28890,311,NA,0,1
NC_014804.1-11798022,150,2.5,28890,299,1224,1,0.996667
NC_014804.1-3429200,150,2.98333,28890,358,NA,0,1
NC_014804.1-3974221,150,2.46667,28890,294,1239,1,0.99661
NC_014804.1-10612482,150,0.833333,28890,100,NA,0,1
NC_014804.1-12277326,150,2.91667,28890,350,NA,0,1
NC_014804.1-1018972,150,1.84167,28890,221,NA,0,1
NC_015471.1-169605,150,2.96667,28890,356,NA,0,1
NC_014804.1-8028455,150,2.95,28890,354,NA,0,1
