Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_AULM01000036.1-47732,150,2.975,1224,357,NA,0,1
NZ_AULM01000020.1-259279,150,2.40833,1224,289,NA,0,1
NZ_AULM01000001.1-1401088,150,2.925,1224,350,201174,1,0.997151
NZ_AULM01000002.1-1170793,150,2.96667,1224,356,NA,0,1
NZ_AULM01000003.1-588600,150,2.34167,1224,276,1239,4,0.985714
NZ_AULM01000027.1-113005,150,2.55833,1224,303,201174,4,0.986971
NZ_AULM01000005.1-914257,150,2.975,1224,357,NA,0,1
NZ_AULM01000003.1-326676,150,2.86667,1224,344,NA,0,1
NZ_AULM01000069.1-23753,150,2.91667,1224,350,NA,0,1
NZ_AULM01000027.1-296952,150,2.80833,1224,330,201174,3,0.990991
NZ_AULM01000014.1-624841,150,2.9,1224,344,201174,3,0.991354
NZ_AULM01000016.1-434506,150,2.85833,1224,343,NA,0,1
NZ_AULM01000006.1-826321,150,2.90833,1224,349,NA,0,1
NZ_AULM01000040.1-121450,150,2.96667,1224,356,NA,0,1
NZ_AULM01000043.1-114322,150,2.975,1224,357,NA,0,1
NZ_KE383814.1-240057,150,2.91667,1224,347,201174,2,0.994269
NZ_AULM01000005.1-997335,150,2.975,1224,357,NA,0,1
NZ_AULM01000084.1-12439,150,2.99167,1224,359,NA,0,1
NZ_AULM01000053.1-37109,150,2.925,1224,351,NA,0,1
NZ_AULM01000001.1-1473232,150,2.95833,1224,355,NA,0,1
NZ_AULM01000001.1-2544460,150,2.925,1224,351,NA,0,1
NZ_AULM01000018.1-255910,150,2.93333,1224,352,NA,0,1
NZ_AULM01000025.1-183081,150,2.9,1224,348,NA,0,1
NZ_AULM01000066.1-40071,150,2.90833,1224,347,1239,1,0.997126
NZ_AULM01000001.1-2762759,150,2.95,1224,353,1239,1,0.997175
NZ_AULM01000013.1-10525,150,2.85,1224,338,40117,2,0.994118
NZ_AULM01000003.1-1361992,150,2.94167,1224,353,NA,0,1
NZ_AULM01000014.1-621011,150,2.41667,1224,290,NA,0,1
NZ_AULM01000031.1-234183,150,2.95833,1224,355,NA,0,1
NZ_KE383814.1-960002,150,2.975,1224,357,NA,0,1
NZ_AULM01000026.1-5381,150,2.39167,1224,287,NA,0,1
NZ_AULM01000002.1-2288089,150,2.95833,1224,355,NA,0,1
NZ_AULM01000074.1-20927,150,3,1224,360,NA,0,1
NZ_AULM01000038.1-94692,150,2.975,1224,356,1239,1,0.997199
NZ_AULM01000020.1-266187,150,2.9,1224,347,201174,1,0.997126
NZ_AULM01000009.1-457864,150,2.93333,1224,352,NA,0,1
NZ_AULM01000029.1-183290,150,2.98333,1224,358,NA,0,1
