Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_LZPM01000007.1-544392,150,0.4,28890,43,1239,2,0.955556
NZ_LZPM01000055.1-161421,150,0.0666667,NA,3,1224,2,0.6
NZ_LZPM01000004.1-469088,150,1.58333,28890,190,NA,0,1
NZ_LZPM01000007.1-659793,150,1.14167,28890,130,1224,3,0.977444
NZ_LZPM01000017.1-144600,150,1.54167,28890,181,976,2,0.989071
NZ_LZPM01000009.1-246164,150,0.00833333,NA,1,NA,0,1
NZ_LZPM01000019.1-474257,150,0,NA,0,NA,0,0
NZ_LZPM01000018.1-1963676,150,1.06667,28890,125,1239,2,0.984252
NZ_LZPM01000063.1-19267,150,1.08333,28890,119,1239,4,0.96748
NZ_LZPM01000029.1-946799,150,1.70833,28890,205,NA,0,1
NZ_LZPM01000039.1-148983,150,0.025,NA,2,1752723,1,0.666667
NZ_LZPM01000042.1-45648,150,0.341667,28890,36,976,2,0.947368
NZ_LZPM01000021.1-217321,150,1.075,28890,127,976,1,0.992188
NZ_LZPM01000025.1-249889,150,1.19167,28890,139,1239,2,0.985816
NZ_LZPM01000015.1-233103,150,0.508333,28890,58,1239,2,0.966667
NZ_LZPM01000027.1-360014,150,0.025,NA,1,976,1,0.5
NZ_LZPM01000019.1-557335,150,0.0916667,NA,5,1224,2,0.714286
NZ_LZPM01000036.1-91038,150,0.0583333,NA,6,1117,1,0.857143
NZ_LZPM01000065.1-14513,150,0.833333,28890,81,1239,9,0.9
NZ_LZPM01000003.1-9232,150,0.35,28890,37,1239,3,0.925
NZ_LZPM01000002.1-191460,150,2.20833,28890,264,1224,1,0.996226
NZ_LZPM01000051.1-34052,150,0.133333,NA,4,1239,4,0.5
NZ_LZPM01000018.1-278311,150,0.9,28890,102,1239,2,0.980769
NZ_LZPM01000019.1-1062410,150,0.791667,28890,94,1224,1,0.989474
NZ_LZPM01000001.1-34759,150,0.208333,28890,20,1134404,1,0.952381
NZ_LZPM01000039.1-168667,150,0.158333,NA,5,976,5,0.5
NZ_LZPM01000013.1-145992,150,2.38333,28890,286,NA,0,1
NZ_LZPM01000039.1-145153,150,2.8,28890,335,1239,1,0.997024
NZ_LZPM01000018.1-1889716,150,0.508333,28890,55,976,2,0.964912
NZ_LZPM01000024.1-171093,150,0.1,NA,6,1239,3,0.666667
NZ_LZPM01000052.1-389212,150,0.0333333,NA,2,1134404,1,0.666667
NZ_LZPM01000006.1-698089,150,1.525,28890,182,1239,1,0.994536
NZ_LZPM01000067.1-300337,150,0.625,28890,69,1239,3,0.958333
NZ_LZPM01000036.1-1983,150,0.05,NA,2,1224,2,0.5
NZ_LZPM01000055.1-168329,150,1.225,28890,143,1239,2,0.986207
NZ_LZPM01000028.1-21006,150,0.541667,28890,60,651137,1,0.983607
NZ_LZPM01000006.1-49039,150,1.80833,28890,215,1239,1,0.99537
NZ_LZPM01000027.1-2719,150,0.0583333,NA,2,1117,1,0.666667
NZ_LZPM01000029.1-444774,150,2.16667,28890,257,32066,1,0.996124
NZ_LZPM01000018.1-1271179,150,0.733333,28890,83,1239,3,0.965116
NZ_LZPM01000007.1-793675,150,2.8,28890,336,NA,0,1
NZ_LZPM01000042.1-321605,150,1.025,28890,122,1224,1,0.99187
NZ_LZPM01000067.1-321872,150,2.91667,28890,350,NA,0,1
NZ_LZPM01000006.1-815384,150,0.991667,28890,117,976,2,0.983193
NZ_LZPM01000015.1-305426,150,1.33333,28890,145,1239,6,0.960265
NZ_LZPM01000019.1-916889,150,0.825,28890,97,976,1,0.989796
NZ_LZPM01000019.1-882499,150,0.116667,1239,9,1224,1,0.9
NZ_LZPM01000002.1-290390,150,0.575,28890,66,1239,2,0.970588
NZ_LZPM01000009.1-315014,150,0.0166667,NA,2,NA,0,1
NZ_LZPM01000013.1-228176,150,1.04167,28890,124,1239,1,0.992
NZ_LZPM01000006.1-611971,150,0.0583333,NA,2,1224,2,0.5
NZ_LZPM01000004.1-422022,150,1.43333,28890,169,976,1,0.994118
NZ_LZPM01000050.1-50006,150,0.191667,28890,15,976,3,0.833333
NZ_LZPM01000019.1-1046221,150,0.1,NA,6,1224,3,0.666667
NZ_LZPM01000055.1-196281,150,1.18333,28890,124,1239,11,0.918519
NZ_LZPM01000003.1-369326,150,0.025,NA,2,976,1,0.666667
NZ_LZPM01000024.1-233972,150,0.0833333,NA,4,976,2,0.666667
NZ_LZPM01000052.1-263828,150,1.675,28890,198,1239,2,0.99
NZ_LZPM01000009.1-343455,150,0,NA,0,NA,0,0
NZ_LZPM01000013.1-97050,150,2.975,28890,355,1117,1,0.997191
NZ_LZPM01000030.1-12524,150,0.325,28890,26,1239,6,0.8125
NZ_LZPM01000060.1-217519,150,0.0916667,NA,5,1224,4,0.555556
NZ_LZPM01000033.1-320875,150,0.991667,28890,113,1224,3,0.974138
NZ_LZPM01000042.1-101774,150,1.90833,28890,228,32066,1,0.995633
NZ_LZPM01000002.1-289478,150,0.408333,28890,44,1706441,1,0.977778
NZ_LZPM01000018.1-1651716,150,1.2,28890,139,1239,3,0.978873
NZ_LZPM01000018.1-462873,150,0.025,NA,1,1117,1,0.5
NZ_LZPM01000038.1-517334,150,2.03333,28890,244,NA,0,1
NZ_LZPM01000036.1-63505,150,1.2,28890,139,1239,3,0.978873
NZ_LZPM01000027.1-346349,150,0.141667,NA,6,1239,4,0.6
NZ_LZPM01000015.1-149256,150,0.116667,NA,4,1239,4,0.5
NZ_LZPM01000062.1-61074,150,0.4,28890,41,1224,3,0.931818
NZ_LZPM01000005.1-695435,150,0.191667,NA,8,976,4,0.666667
NZ_LZPM01000058.1-30067,150,1.375,28890,159,1224,2,0.987578
NZ_LZPM01000055.1-15992,150,1.29167,28890,153,1224,1,0.993506
NZ_LZPM01000018.1-379663,150,0.383333,28890,44,976,1,0.977778
NZ_LZPM01000030.1-159432,150,0.0166667,NA,1,976,1,0.5
NZ_LZPM01000063.1-143580,150,0.0416667,NA,3,1752722,2,0.6
NZ_LZPM01000027.1-378169,150,0.05,NA,4,1224,1,0.8
NZ_LZPM01000006.1-776708,150,0.241667,28890,25,976,2,0.925926
NZ_LZPM01000006.1-48669,150,0.841667,28890,99,1239,1,0.99
NZ_LZPM01000036.1-11633,150,0.0833333,28890,9,1117,1,0.9
NZ_LZPM01000018.1-1414419,150,1.9,28890,227,1239,1,0.995614
NZ_LZPM01000006.1-460150,150,0.558333,28890,67,NA,0,1
NZ_LZPM01000013.1-70539,150,0.883333,28890,105,1239,1,0.990566
NZ_LZPM01000052.1-685653,150,0.0333333,NA,1,2731992,1,0.5
NZ_LZPM01000055.1-39797,150,1.61667,28890,192,1239,1,0.994819
NZ_LZPM01000006.1-969735,150,0.95,28890,112,1239,1,0.99115
NZ_LZPM01000001.1-143276,150,0.8,28890,94,1239,2,0.979167
NZ_LZPM01000003.1-640775,150,0.241667,28890,19,1239,6,0.76
NZ_LZPM01000029.1-696219,150,0.141667,NA,6,1239,3,0.666667
NZ_LZPM01000018.1-675166,150,0.941667,28890,109,1239,2,0.981982
NZ_LZPM01000027.1-431218,150,0.191667,NA,12,1239,6,0.666667
NZ_LZPM01000039.1-162246,150,1.04167,28890,121,1239,2,0.98374
NZ_LZPM01000008.1-123453,150,1.4,28890,164,1239,2,0.987952
NZ_LZPM01000067.1-125557,150,0,NA,0,NA,0,0
NZ_LZPM01000050.1-280400,150,0.333333,28890,40,NA,0,1
NZ_LZPM01000025.1-94539,150,0.408333,28890,46,1224,2,0.958333
NZ_LZPM01000042.1-454131,150,0.375,28890,42,1239,2,0.954545
NZ_LZPM01000019.1-824747,150,0.0666667,NA,3,1224,2,0.6
NZ_LZPM01000038.1-520967,150,1.06667,28890,126,1239,1,0.992126
NZ_LZPM01000012.1-58153,150,0.983333,28890,105,1239,6,0.945946
NZ_LZPM01000005.1-264859,150,0.05,NA,2,1224,2,0.5
NZ_LZPM01000018.1-793291,150,0.166667,28890,18,201174,1,0.947368
NZ_LZPM01000009.1-315811,150,0.0583333,NA,3,1239,2,0.6
NZ_LZPM01000006.1-47475,150,0.658333,28890,67,1239,7,0.905405
NZ_LZPM01000006.1-84867,150,0.0416667,NA,2,1239,2,0.5
NZ_LZPM01000006.1-975766,150,0.741667,28890,72,651137,14,0.837209
NZ_LZPM01000005.1-619419,150,0.0583333,NA,3,1224,2,0.6
NZ_LZPM01000020.1-83658,150,1.75833,28890,209,976,1,0.995238
NZ_LZPM01000005.1-65622,150,0.375,28890,45,NA,0,1
NZ_LZPM01000007.1-937159,150,1.31667,28890,158,NA,0,1
NZ_LZPM01000022.1-320794,150,1.875,28890,222,1239,3,0.986667
NZ_LZPM01000029.1-703036,150,0.316667,28890,34,1239,2,0.944444
NZ_LZPM01000008.1-13805,150,1.025,28890,101,1239,9,0.918182
NZ_LZPM01000018.1-192325,150,0.341667,NA,16,1239,11,0.592593
NZ_LZPM01000027.1-190474,150,0.0333333,NA,2,1239,1,0.666667
NZ_LZPM01000018.1-1222487,150,0.05,NA,3,1224,1,0.75
NZ_LZPM01000033.1-390411,150,1.45,28890,173,1224,1,0.994253
NZ_LZPM01000033.1-263654,150,1.70833,28890,205,NA,0,1
NZ_LZPM01000022.1-258469,150,1.15,28890,137,976,1,0.992754
NZ_LZPM01000024.1-17414,150,0.175,28890,21,NA,0,1
NZ_LZPM01000007.1-880700,150,0.241667,28890,22,1239,4,0.846154
NZ_LZPM01000018.1-2004471,150,0.425,28890,48,976,2,0.96
NZ_LZPM01000067.1-23796,150,0.0416667,NA,3,201174,1,0.75
NZ_LZPM01000036.1-10333,150,1.25,28890,150,NA,0,1
NZ_LZPM01000027.1-415390,150,0.225,28890,23,203691,1,0.958333
NZ_LZPM01000024.1-45760,150,0.15,28890,15,1239,2,0.882353
NZ_LZPM01000038.1-330865,150,2.96667,28890,356,NA,0,1
NZ_LZPM01000048.1-4376,150,0.025,NA,2,976,1,0.666667
NZ_LZPM01000003.1-444668,150,0.0166667,NA,2,NA,0,1
NZ_LZPM01000015.1-238889,150,0.9,28890,100,1239,3,0.970874
NZ_LZPM01000029.1-1022801,150,0.616667,28890,70,1117,3,0.958904
NZ_LZPM01000008.1-77210,150,0.758333,28890,89,1239,2,0.978022
NZ_LZPM01000003.1-246161,150,1.95,28890,233,1117,1,0.995726
NZ_LZPM01000018.1-664042,150,2.425,28890,289,976,1,0.996552
NZ_LZPM01000020.1-262658,150,1.86667,28890,220,1239,3,0.986547
NZ_LZPM01000038.1-511126,150,0.175,28890,17,1224,3,0.85
NZ_LZPM01000052.1-36187,150,1.83333,28890,220,NA,0,1
NZ_LZPM01000042.1-904720,150,0.666667,28890,77,1224,1,0.987179
NZ_LZPM01000060.1-331145,150,0.791667,28890,84,1239,6,0.933333
NZ_LZPM01000003.1-874012,150,0.791667,28890,92,1117,2,0.978723
NZ_LZPM01000050.1-78316,150,1.69167,28890,202,1239,1,0.995074
NZ_LZPM01000020.1-408658,150,1.975,28890,236,1239,1,0.995781
NZ_LZPM01000031.1-356741,150,2.13333,28890,253,1224,1,0.996063
NZ_LZPM01000005.1-37135,150,0.466667,28890,43,1239,6,0.877551
NZ_LZPM01000028.1-154891,150,0.4,28890,48,NA,0,1
NZ_LZPM01000029.1-507123,150,0.908333,28890,106,1239,3,0.972477
NZ_LZPM01000010.1-126659,150,0.175,NA,7,28890,5,0.583333
NZ_LZPM01000030.1-148466,150,1.58333,28890,184,1239,3,0.983957
NZ_LZPM01000031.1-130454,150,0.05,NA,3,544448,1,0.75
NZ_LZPM01000002.1-242836,150,0.158333,28890,17,976,1,0.944444
NZ_LZPM01000002.1-98766,150,0.166667,28890,17,976,2,0.894737
NZ_LZPM01000001.1-155037,150,0.05,NA,4,1224,1,0.8
NZ_LZPM01000060.1-156021,150,0.0416667,NA,2,1239,1,0.666667
NZ_LZPM01000067.1-323457,150,2.91667,28890,350,NA,0,1
NZ_LZPM01000019.1-440323,150,0.0666667,NA,3,1239,2,0.6
NZ_LZPM01000027.1-88619,150,0.0333333,NA,2,1224,1,0.666667
NZ_LZPM01000029.1-325559,150,0.766667,28890,88,976,2,0.977778
NZ_LZPM01000042.1-252497,150,0.316667,28890,27,1239,8,0.771429
NZ_LZPM01000006.1-623212,150,1.00833,28890,113,1239,6,0.94958
NZ_LZPM01000038.1-131814,150,0.166667,28890,15,1239,3,0.833333
NZ_LZPM01000002.1-251379,150,0.991667,28890,112,976,2,0.982456
NZ_LZPM01000042.1-611904,150,0.633333,28890,72,1224,2,0.972973
NZ_LZPM01000009.1-107521,150,0.05,NA,3,976,2,0.6
NZ_LZPM01000017.1-67934,150,1.28333,28890,151,1224,1,0.993421
