Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NC_011529.1-7815392,150,1.85,28890,220,1224,2,0.990991
NC_011529.1-3090395,150,0.291667,28890,26,1224,4,0.866667
NC_011529.1-10762088,150,1.725,28890,205,201174,2,0.990338
NC_011529.1-7930793,150,0.0166667,NA,1,976,1,0.5
NC_011529.1-5137600,150,0.0333333,NA,3,201174,1,0.75
NC_011529.1-6848164,150,0.558333,28890,66,1224,1,0.985075
NC_011529.1-2319257,150,0.00833333,NA,1,NA,0,1
NC_011529.1-4875676,150,0.358333,28890,41,201174,2,0.953488
NC_011529.1-2172474,150,1.35833,28890,163,NA,0,1
NC_011529.1-12145809,150,0.0166667,NA,2,NA,0,1
NC_011529.1-8030386,150,0.741667,28890,87,203691,1,0.988636
NC_011529.1-8138477,150,0.116667,28890,14,NA,0,1
NC_011529.1-920321,150,0.00833333,NA,1,NA,0,1
NC_011529.1-975516,150,0.05,NA,4,200795,1,0.8
NC_011529.1-5475103,150,0.966667,28890,111,201174,4,0.965217
NC_011529.1-8108714,150,0,NA,0,NA,0,0
NC_011529.1-2402335,150,0.191667,28890,21,1224,2,0.913043
NC_011529.1-4184495,150,0.0416667,NA,4,1239,1,0.8
NC_011529.1-11982022,150,0.408333,28890,47,976,2,0.959184
NC_011529.1-10834232,150,0.05,NA,4,1117,1,0.8
NC_011529.1-11905460,150,0.108333,28890,11,1224,1,0.916667
NC_011529.1-4399458,150,0.025,NA,1,1224,1,0.5
NC_011529.1-3190311,150,1.25833,28890,146,1239,2,0.986486
NC_011529.1-2907410,150,0.25,28890,26,1224,3,0.896552
NC_011529.1-12123759,150,0.075,28890,6,1239,1,0.857143
NC_011529.1-5292889,150,0.666667,28890,76,201174,1,0.987013
NC_011529.1-5910992,150,0.216667,28890,22,1224,2,0.916667
NC_011529.1-9939545,150,0,NA,0,NA,0,0
NC_011529.1-4801716,150,0.0666667,28890,6,1239,1,0.857143
NC_011529.1-11131095,150,0.0416667,NA,1,1224,1,0.5
NC_011529.1-6109448,150,0.166667,28890,13,1239,3,0.8125
NC_011529.1-9048089,150,1.375,28890,165,NA,0,1
NC_011529.1-5745413,150,0.325,28890,39,NA,0,1
NC_011529.1-4010044,150,0.175,28890,18,1224,1,0.947368
NC_011529.1-8372958,150,0.00833333,NA,1,NA,0,1
NC_011529.1-9639263,150,0.233333,28890,26,201174,2,0.928571
NC_011529.1-8399039,150,0.158333,28890,14,1224,3,0.823529
NC_011529.1-2886448,150,0.00833333,NA,1,NA,0,1
NC_011529.1-113280,150,0.225,28890,24,1239,1,0.96
NC_011529.1-4183179,150,0.35,28890,36,1224,3,0.923077
NC_011529.1-8064675,150,0.0666667,28890,8,NA,0,1
NC_011529.1-1977407,150,0,NA,0,NA,0,0
NC_011529.1-5554524,150,0.0166667,NA,1,1239,1,0.5
NC_011529.1-9165384,150,0.775,28890,92,976,1,0.989247
NC_011529.1-5547426,150,0.866667,28890,100,1239,2,0.980392
NC_011529.1-2761889,150,0.866667,28890,103,201174,1,0.990385
NC_011529.1-2727499,150,0.5,28890,58,1239,1,0.983051
NC_011529.1-12004390,150,0.133333,28890,9,201174,2,0.818182
NC_011529.1-6917014,150,0.158333,28890,13,1224,4,0.764706
NC_011529.1-5993176,150,2.3,28890,276,NA,0,1
NC_011529.1-8961971,150,0.483333,28890,53,976,2,0.963636
NC_011529.1-10715022,150,0.633333,28890,68,201174,7,0.906667
NC_011529.1-2346200,150,0.05,NA,6,NA,0,1
NC_011529.1-2891221,150,0.00833333,NA,1,NA,0,1
NC_011529.1-9529482,150,0.116667,28890,12,1817910,1,0.923077
NC_011529.1-11194326,150,0.0666667,NA,4,1239,2,0.666667
NC_011529.1-11687403,150,0.725,28890,84,1224,2,0.976744
NC_011529.1-702653,150,1.10833,28890,132,976,1,0.992481
NC_011529.1-6945455,150,1.15,28890,135,1224,1,0.992647
NC_011529.1-5862050,150,0.0916667,28890,8,1224,2,0.8
NC_011529.1-5685837,150,0.00833333,NA,1,NA,0,1
NC_011529.1-345925,150,2.41667,28890,290,NA,0,1
NC_011529.1-1439534,150,0.708333,28890,83,1224,1,0.988095
NC_011529.1-11972729,150,1.91667,28890,227,201174,2,0.991266
NC_011529.1-12003478,150,0.025,NA,2,976,1,0.666667
NC_011529.1-4563716,150,0.1,28890,8,1224,2,0.8
NC_011529.1-3374873,150,1.54167,28890,183,928852,2,0.989189
NC_011529.1-5457961,150,0.141667,28890,13,1239,2,0.866667
NC_011529.1-7752595,150,0.15,NA,9,1224,5,0.642857
NC_011529.1-5672023,150,0.0416667,NA,4,976,1,0.8
NC_011529.1-5391256,150,0.133333,28890,14,1224,2,0.875
NC_011529.1-7290113,150,1.53333,28890,183,1297,1,0.994565
NC_011529.1-10122435,150,0.0166667,NA,1,976,1,0.5
NC_011529.1-3984133,150,0.0416667,NA,2,28890,2,0.5
NC_011529.1-7198712,150,0.00833333,NA,1,NA,0,1
NC_011529.1-3291663,150,0.025,NA,2,201174,1,0.666667
NC_011529.1-11126242,150,0.791667,28890,94,1239,1,0.989474
NC_011529.1-11071750,150,0.291667,28890,33,1239,1,0.970588
NC_011529.1-6761702,150,0.591667,28890,64,1224,5,0.927536
NC_011529.1-9126708,150,0,NA,0,NA,0,0
NC_011529.1-8398669,150,0.525,28890,57,201174,2,0.966102
NC_011529.1-4343148,150,0.025,NA,3,NA,0,1
NC_011529.1-4326419,150,0.0666667,NA,5,201174,2,0.714286
NC_011529.1-8810150,150,0.0166667,NA,1,1224,1,0.5
NC_011529.1-5835539,150,0.975,28890,112,1224,2,0.982456
NC_011529.1-7539979,150,0.266667,28890,32,NA,0,1
NC_011529.1-4895071,150,0.0666667,1224,4,28890,1,0.8
NC_011529.1-9319735,150,0.3,28890,36,NA,0,1
NC_011529.1-12232276,150,0.708333,28890,81,1224,2,0.975904
NC_011529.1-11465775,150,0.708333,28890,83,1224,1,0.988095
NC_011529.1-2486503,150,0.325,28890,38,976,1,0.974359
NC_011529.1-3587166,150,0.816667,28890,94,1224,3,0.969072
NC_011529.1-8446586,150,0.00833333,NA,1,NA,0,1
NC_011529.1-8518881,150,0.325,28890,34,1239,2,0.944444
NC_011529.1-7233453,150,2.43333,28890,291,1224,1,0.996575
NC_011529.1-2960940,150,0.0833333,28890,7,200783,1,0.875
NC_011529.1-7666887,150,1.28333,28890,154,NA,0,1
NC_011529.1-11964813,150,0.883333,28890,102,1224,3,0.971429
NC_011529.1-7031027,150,0.0833333,28890,8,1224,1,0.888889
NC_011529.1-2669747,150,0.15,28890,15,1224,2,0.882353
NC_011529.1-11793828,150,0.808333,28890,92,1239,2,0.978723
NC_011529.1-6065153,150,0,NA,0,NA,0,0
NC_011529.1-9691859,150,0.625,28890,74,976,1,0.986667
NC_011529.1-3705291,150,0.108333,28890,11,1224,1,0.916667
NC_011529.1-6917811,150,2.2,28890,262,200795,1,0.996198
NC_011529.1-8397475,150,0.175,28890,19,1239,1,0.95
NC_011529.1-8434867,150,0.941667,28890,112,1915410,1,0.99115
NC_011529.1-9325766,150,0.05,NA,6,NA,0,1
NC_011529.1-10046419,150,0.0583333,NA,5,1224,2,0.714286
NC_011529.1-1390658,150,0.75,28890,89,1224,1,0.988889
NC_011529.1-9492622,150,0,NA,0,NA,0,0
NC_011529.1-8208159,150,2.075,28890,249,NA,0,1
NC_011529.1-570794,150,0.266667,28890,28,28889,1,0.965517
NC_011529.1-4412471,150,0.0333333,NA,2,28890,1,0.666667
NC_011529.1-7123805,150,0.425,28890,49,1117,1,0.98
NC_011529.1-3104325,150,0.0833333,28890,10,NA,0,1
NC_011529.1-11651026,150,1.60833,28890,191,976,1,0.994792
NC_011529.1-4134487,150,0.0416667,NA,4,1224,1,0.8
NC_011529.1-10390965,150,0.00833333,NA,1,NA,0,1
NC_011529.1-12083956,150,1.90833,28890,223,28889,2,0.991111
NC_011529.1-508469,150,0.0416667,NA,4,1239,1,0.8
