Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_BBBK01000004.1-610392,150,0,NA,0,NA,0,0
NZ_BBBK01000011.1-88395,150,0.0416667,NA,2,28890,1,0.666667
NZ_BBBK01000001.1-782088,150,0.0166667,NA,1,1224,1,0.5
NZ_BBBK01000004.1-725793,150,1.19167,28889,136,1224,7,0.951049
NZ_BBBK01000008.1-466600,150,0.1,NA,7,1224,5,0.583333
NZ_BBBK01000005.1-369164,150,0.133333,28889,14,976,1,0.933333
NZ_BBBK01000013.1-309257,150,0.0583333,NA,3,1239,2,0.6
NZ_BBBK01000008.1-204676,150,0.766667,28889,70,1224,7,0.909091
NZ_BBBK01000013.1-162474,150,0.025,NA,2,1239,1,0.666667
NZ_BBBK01000023.1-39799,150,0.0333333,NA,2,976,1,0.666667
NZ_BBBK01000026.1-39045,150,0.116667,28889,13,1224,1,0.928571
NZ_BBBK01000003.1-198477,150,0.0166667,NA,2,NA,0,1
NZ_BBBK01000016.1-233321,150,0,NA,0,NA,0,0
NZ_BBBK01000019.1-181889,150,0.275,28889,28,1224,5,0.848485
NZ_BBBK01000007.1-236103,150,0,NA,0,NA,0,0
NZ_BBBK01000020.1-4014,150,0.233333,28889,22,1224,5,0.814815
NZ_BBBK01000013.1-392335,150,0.05,NA,4,1224,1,0.8
NZ_BBBK01000009.1-79495,150,0.00833333,NA,1,NA,0,1
NZ_BBBK01000001.1-2002022,150,0.0166667,NA,1,1117,1,0.5
NZ_BBBK01000001.1-854232,150,0.358333,28889,39,1224,3,0.928571
NZ_BBBK01000001.1-1925460,150,0.0666667,28889,6,1224,1,0.857143
NZ_BBBK01000009.1-294458,150,0.266667,28889,23,1224,6,0.793103
NZ_BBBK01000011.1-188311,150,0.0166667,NA,1,201174,1,0.5
NZ_BBBK01000012.1-418410,150,0.241667,28889,26,67810,1,0.962963
NZ_BBBK01000001.1-2143759,150,0.025,NA,1,28889,1,0.5
NZ_BBBK01000028.1-143215,150,0.125,28889,11,200783,1,0.916667
NZ_BBBK01000006.1-90992,150,0.116667,NA,7,28889,6,0.538462
NZ_BBBK01000002.1-1171545,150,0.291667,28889,22,1239,7,0.758621
NZ_BBBK01000008.1-130716,150,0.15,28889,14,1224,4,0.777778
NZ_BBBK01000019.1-357093,150,0.45,28889,45,1224,8,0.849057
NZ_BBBK01000006.1-289448,150,0.875,28889,101,1224,2,0.980583
NZ_BBBK01000002.1-280089,150,0.3,28889,33,1224,2,0.942857
NZ_BBBK01000023.1-105637,150,0.0333333,NA,2,28889,1,0.666667
NZ_BBBK01000010.1-470044,150,0.05,NA,5,1239,1,0.833333
NZ_BBBK01000003.1-432958,150,0.0583333,NA,3,976,2,0.6
NZ_BBBK01000023.1-179006,150,0.0916667,28889,11,NA,0,1
NZ_BBBK01000003.1-459039,150,0.075,28889,8,1239,1,0.888889
NZ_BBBK01000022.1-200719,150,0.00833333,NA,1,NA,0,1
NZ_BBBK01000026.1-154774,150,0.05,NA,5,1224,1,0.833333
NZ_BBBK01000009.1-78179,150,0.2,NA,11,28889,10,0.52381
NZ_BBBK01000003.1-124675,150,0.158333,NA,13,1224,5,0.722222
NZ_BBBK01000014.1-428407,150,0.0333333,NA,3,508458,1,0.75
NZ_BBBK01000007.1-315524,150,0.2,NA,13,28889,8,0.619048
NZ_BBBK01000002.1-397384,150,0.466667,28889,54,74152,1,0.981818
NZ_BBBK01000007.1-308426,150,0.175,28889,19,1224,1,0.95
NZ_BBBK01000012.1-272889,150,0.433333,NA,31,1224,19,0.62
NZ_BBBK01000012.1-238499,150,0.141667,28889,17,NA,0,1
NZ_BBBK01000001.1-2024390,150,0.416667,28889,39,1224,10,0.795918
NZ_BBBK01000005.1-438014,150,0.00833333,NA,1,NA,0,1
NZ_BBBK01000006.1-173176,150,0,NA,0,NA,0,0
NZ_BBBK01000002.1-193971,150,0.00833333,NA,1,NA,0,1
NZ_BBBK01000001.1-735022,150,0,NA,0,NA,0,0
NZ_BBBK01000013.1-336200,150,0.05,NA,4,1224,2,0.666667
NZ_BBBK01000012.1-402221,150,0.0916667,28889,7,1224,2,0.777778
NZ_BBBK01000002.1-761482,150,0.866667,28889,102,1224,2,0.980769
NZ_BBBK01000001.1-1214326,150,0.0333333,NA,2,976,1,0.666667
NZ_BBBK01000018.1-54972,150,0.0333333,NA,2,1224,2,0.5
