Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_APMM01000027.1-70392,150,2.95833,28890,354,976,1,0.997183
NZ_APMM01000058.1-20475,150,2.34167,28890,279,200918,1,0.996429
NZ_APMM01000009.1-25088,150,2.88333,28890,346,NA,0,1
NZ_APMM01000024.1-13793,150,2.95,28890,354,NA,0,1
NZ_APMM01000052.1-34600,150,2.90833,28890,347,976,1,0.997126
NZ_APMM01000031.1-191164,150,2.625,28890,310,1239,2,0.99359
NZ_APMM01000009.1-117008,150,2.86667,28890,340,1224,2,0.994152
NZ_APMM01000057.1-33676,150,2.39167,28890,287,NA,0,1
NZ_APMM01000044.1-42124,150,1.69167,28890,200,1752719,1,0.995025
NZ_APMM01000001.1-218809,150,2.875,28890,340,1224,2,0.994152
NZ_APMM01000024.1-113386,150,2.8,28890,331,1224,2,0.993994
NZ_APMM01000023.1-1477,150,2.4,28890,288,NA,0,1
NZ_APMM01000023.1-188569,150,2.79167,28890,330,1239,3,0.990991
NZ_APMM01000015.1-52702,150,2.25,28890,269,1239,1,0.996296
NZ_APMM01000049.1-18103,150,2.925,28890,351,NA,0,1
NZ_APMM01000024.1-191714,150,2.89167,28890,347,NA,0,1
NZ_APMM01000018.1-281379,150,2.8,28890,332,1239,2,0.994012
NZ_APMM01000044.1-189318,150,2.89167,28890,347,NA,0,1
NZ_APMM01000001.1-55022,150,2.80833,28890,334,1239,2,0.994048
NZ_APMM01000009.1-97232,150,2.9,28890,346,1224,1,0.997118
NZ_APMM01000002.1-103460,150,2.73333,28890,320,1239,2,0.993789
NZ_APMM01000074.1-14458,150,2.93333,28890,351,1239,1,0.997159
NZ_APMM01000001.1-225908,150,2.86667,28890,343,976,1,0.997093
NZ_APMM01000031.1-675,150,2.66667,28890,309,1239,5,0.984076
NZ_APMM01000001.1-196759,150,2.81667,28890,335,203691,1,0.997024
NZ_APMM01000052.1-189889,150,2.76667,28890,331,1224,1,0.996988
NZ_APMM01000044.1-90992,150,2.95833,28890,355,NA,0,1
NZ_APMM01000014.1-197545,150,2.78333,28890,332,1239,2,0.994012
NZ_APMM01000059.1-10716,150,2.2,28890,257,1224,3,0.988462
NZ_APMM01000007.1-133095,150,2.84167,28890,341,NA,0,1
NZ_APMM01000043.1-62448,150,2.30833,28890,271,1239,4,0.985455
NZ_APMM01000018.1-234089,150,2.94167,28890,353,NA,0,1
NZ_APMM01000046.1-15413,150,2.95833,28890,353,1239,1,0.997175
NZ_APMM01000001.1-117254,150,1.86667,28890,217,1239,3,0.986364
NZ_APMM01000022.1-18958,150,2.96667,28890,355,200795,1,0.997191
NZ_APMM01000016.1-135263,150,2.84167,28890,332,200940,2,0.994012
NZ_APMM01000022.1-45039,150,2.90833,28890,347,976,1,0.997126
NZ_APMM01000003.1-2280,150,2.94167,28890,353,NA,0,1
NZ_APMM01000016.1-39406,150,2.78333,28890,334,NA,0,1
NZ_APMM01000047.1-50118,150,2.83333,28890,337,1224,1,0.997041
NZ_APMM01000024.1-147675,150,2.28333,28890,272,1239,2,0.992701
NZ_APMM01000050.1-56291,150,2.50833,28890,298,1239,1,0.996656
NZ_APMM01000049.1-97524,150,2.86667,28890,342,1239,2,0.994186
NZ_APMM01000017.1-50384,150,2.875,28890,344,651137,1,0.997101
NZ_APMM01000049.1-90426,150,2.39167,28890,287,NA,0,1
NZ_APMM01000023.1-111649,150,2.43333,28890,290,976,1,0.996564
NZ_APMM01000055.1-27657,150,2.55833,28890,305,1224,1,0.996732
NZ_APMM01000001.1-77390,150,2.86667,28890,343,1224,1,0.997093
NZ_APMM01000031.1-260014,150,2.83333,28890,338,1224,1,0.99705
NZ_APMM01000044.1-173176,150,2.3,28890,275,1224,1,0.996377
NZ_APMM01000018.1-147971,150,2.78333,28890,333,1239,1,0.997006
NZ_APMM01000010.1-60022,150,2.93333,28890,348,1224,2,0.994286
NZ_APMM01000028.1-376149,150,2.88333,28890,343,976,2,0.994203
NZ_APMM01000001.1-119490,150,2.99167,28890,357,1239,2,0.994429
NZ_APMM01000016.1-25482,150,2.93333,28890,351,1224,1,0.997159
NZ_APMM01000007.1-196326,150,2.39167,28890,287,NA,0,1
NZ_APMM01000004.1-311403,150,2.94167,28890,353,NA,0,1
NZ_APMM01000013.1-111484,150,2.93333,28890,351,1239,1,0.997159
NZ_APMM01000031.1-288455,150,2.68333,28890,318,1239,3,0.990654
NZ_APMM01000044.1-42050,150,2.975,28890,357,NA,0,1
NZ_APMM01000047.1-33837,150,2.75833,28890,325,1239,4,0.987842
NZ_APMM01000023.1-149427,150,2.925,28890,350,1239,1,0.997151
NZ_APMM01000003.1-31758,150,2.33333,28890,279,1224,1,0.996429
NZ_APMM01000001.1-45729,150,2.71667,28890,320,976,3,0.990712
NZ_APMM01000001.1-76478,150,2.83333,28890,334,1239,4,0.988166
NZ_APMM01000066.1-12716,150,2.975,28890,357,NA,0,1
NZ_APMM01000024.1-66212,150,2.18333,28890,260,1239,1,0.996169
NZ_APMM01000049.1-961,150,2.975,28890,357,NA,0,1
NZ_APMM01000027.1-7595,150,2.05,28890,241,1239,4,0.983673
NZ_APMM01000047.1-20023,150,2.85,28890,335,976,3,0.991124
NZ_APMM01000050.1-44256,150,2.9,28890,348,NA,0,1
NZ_APMM01000028.1-17113,150,2.4,28890,288,NA,0,1
NZ_APMM01000013.1-115435,150,2.15,28890,256,1239,1,0.996109
NZ_APMM01000028.1-51190,150,2.94167,28890,350,1239,3,0.991501
NZ_APMM01000029.1-712,150,2.95,28890,351,1224,2,0.994334
NZ_APMM01000011.1-90753,150,1.68333,28890,201,544448,1,0.99505
NZ_APMM01000007.1-128242,150,2.55,28890,306,NA,0,1
NZ_APMM01000007.1-73750,150,2.4,28890,285,1239,1,0.996503
NZ_APMM01000031.1-104702,150,2.425,28890,291,NA,0,1
