Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
APJY01000001.1-1156392,150,0,NA,0,NA,0,0
APJY01000004.1-144395,150,0.0166667,NA,1,1239,1,0.5
APJY01000001.1-4103088,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-1271793,150,0.0333333,NA,2,201174,1,0.666667
APJY01000002.1-1167600,150,0.0166667,NA,1,201174,1,0.5
APJY01000001.1-189164,150,0.025,NA,1,201174,1,0.5
APJY01000008.1-41257,150,0.0333333,NA,3,1224,1,0.75
APJY01000002.1-905676,150,0,NA,0,NA,0,0
APJY01000007.1-62842,150,0.0416667,NA,2,1798710,1,0.666667
APJY01000001.1-5486809,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-1371386,150,0,NA,0,NA,0,0
APJY01000001.1-1479477,150,0,NA,0,NA,0,0
APJY01000001.1-1666569,150,0.0416667,NA,3,1239,1,0.75
APJY01000001.1-3039702,150,0,NA,0,NA,0,0
APJY01000002.1-1505103,150,0.05,NA,2,1224,2,0.5
APJY01000001.1-1449714,150,0,NA,0,NA,0,0
APJY01000007.1-54335,150,0.0833333,NA,5,201174,4,0.555556
APJY01000002.1-214495,150,0.0333333,NA,3,201174,1,0.75
APJY01000001.1-5323022,150,0.0333333,NA,1,1224,1,0.5
APJY01000001.1-4175232,150,0.05,NA,5,1224,1,0.833333
APJY01000001.1-5246460,150,0.0166667,NA,2,NA,0,1
APJY01000002.1-429458,150,0,NA,0,NA,0,0
APJY01000003.1-78311,150,0.0166667,NA,2,NA,0,1
APJY01000005.1-408410,150,0.141667,NA,8,28890,7,0.533333
APJY01000001.1-5464759,150,0.0166667,NA,2,NA,0,1
APJY01000002.1-1322889,150,0.0333333,NA,4,NA,0,1
APJY01000002.1-1940992,150,0.0166667,NA,1,1239,1,0.5
APJY01000001.1-3280545,150,0.00833333,NA,1,NA,0,1
APJY01000002.1-831716,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-4472095,150,0.0583333,NA,3,1224,2,0.6
APJY01000002.1-2139448,150,0.0166667,NA,1,1239,1,0.5
APJY01000001.1-2389089,150,0,NA,0,NA,0,0
APJY01000002.1-1775413,150,0.0166667,NA,1,976,1,0.5
APJY01000002.1-40044,150,0.0583333,NA,3,201174,2,0.6
APJY01000001.1-1713958,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-2980263,150,0.0416667,NA,2,201174,2,0.5
APJY01000001.1-1740039,150,0.05,NA,5,1224,1,0.833333
APJY01000005.1-387448,150,0.025,NA,1,201174,1,0.5
APJY01000001.1-2884406,150,0,NA,0,NA,0,0
APJY01000002.1-213179,150,0.0166667,NA,1,201174,1,0.5
APJY01000001.1-1405675,150,0,NA,0,NA,0,0
APJY01000002.1-1433291,150,0.0333333,NA,3,1239,1,0.75
APJY01000002.1-1584524,150,0.05,NA,3,1224,2,0.6
APJY01000001.1-2506384,150,0.1,NA,5,28889,3,0.625
APJY01000002.1-1577426,150,0,NA,0,NA,0,0
APJY01000005.1-262889,150,0.00833333,NA,1,NA,0,1
APJY01000005.1-228499,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-5345390,150,0.0333333,NA,2,1224,1,0.666667
APJY01000001.1-258014,150,0.00833333,NA,1,NA,0,1
APJY01000002.1-2023176,150,0.0166667,NA,2,NA,0,1
APJY01000001.1-2302971,150,0.0166667,NA,1,1224,1,0.5
APJY01000001.1-4056022,150,0.0166667,NA,2,NA,0,1
APJY01000008.1-68200,150,0.0833333,NA,4,28889,2,0.666667
APJY01000005.1-392221,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-2870482,150,0.025,NA,3,NA,0,1
APJY01000001.1-4535326,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-5028403,150,0.00833333,NA,1,NA,0,1
APJY01000005.1-423325,150,0.00833333,NA,1,NA,0,1
APJY01000001.1-286455,150,0.00833333,NA,1,NA,0,1
APJY01000002.1-1892050,150,0.0166667,NA,2,NA,0,1
APJY01000002.1-1715837,150,0,NA,0,NA,0,0
APJY01000003.1-688702,150,1.775,28889,213,NA,0,1
APJY01000001.1-5074758,150,0.075,28889,6,1239,1,0.857143
APJY01000001.1-5313729,150,0.05,NA,3,1224,2,0.6
APJY01000001.1-5344478,150,0.00833333,NA,1,NA,0,1
APJY01000002.1-593716,150,0.00833333,NA,1,NA,0,1
APJY01000003.1-262873,150,0.025,NA,1,28889,1,0.5
