Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
AQSU01000036.1-272199,150,2.90833,28889,349,NA,0,1
AQSU01000047.1-739023,150,2.58333,28889,303,1239,2,0.993443
AQSU01000023.1-147079,150,2.95833,28889,355,NA,0,1
AQSU01000036.1-387600,150,2.68333,28889,320,976,1,0.996885
AQSU01000042.1-62553,150,2.925,28889,351,NA,0,1
AQSU01000039.1-192996,150,2.88333,28889,345,976,1,0.99711
AQSU01000048.1-1051834,150,2.95,28889,354,NA,0,1
AQSU01000043.1-211410,150,2.975,28889,357,NA,0,1
AQSU01000048.1-904789,150,2.61667,28889,309,1239,3,0.990385
AQSU01000006.1-20809,150,2.91667,28889,349,976,1,0.997143
AQSU01000035.1-89193,150,2.375,28889,283,1239,1,0.996479
AQSU01000035.1-197284,150,2.3,28889,275,1239,1,0.996377
AQSU01000034.1-44376,150,1.94167,28889,231,1117,1,0.99569
AQSU01000029.1-205253,150,2.86667,28889,344,NA,0,1
AQSU01000042.1-401323,150,2.63333,28889,316,NA,0,1
AQSU01000035.1-167521,150,2.90833,28889,349,NA,0,1
AQSU01000047.1-50963,150,2.35833,28889,279,976,2,0.992883
AQSU01000045.1-348269,150,2.9,28889,346,976,1,0.997118
AQSU01000010.1-53022,150,2.85833,28889,342,976,1,0.997085
AQSU01000022.1-47223,150,2.90833,28889,348,976,1,0.997135
AQSU01000011.1-40460,150,2.45833,28889,292,203691,1,0.996587
AQSU01000045.1-563866,150,2.28333,28889,267,1224,4,0.98524
AQSU01000046.1-81187,150,2.41667,28889,289,1224,1,0.996552
AQSU01000047.1-556038,150,2.93333,28889,350,1239,1,0.997151
AQSU01000007.1-42759,150,2.94167,28889,353,NA,0,1
AQSU01000042.1-218440,150,2.4,28889,288,NA,0,1
AQSU01000041.1-275824,150,2.94167,28889,353,NA,0,1
AQSU01000027.1-124536,150,2.85,28889,338,1239,2,0.994118
AQSU01000043.1-137107,150,1.89167,28889,224,1239,1,0.995556
AQSU01000020.1-56086,150,2.875,28889,343,1239,2,0.994203
AQSU01000041.1-474280,150,2.375,28889,282,1224,1,0.996466
AQSU01000031.1-90896,150,2.45,28889,280,1239,5,0.982456
AQSU01000041.1-110245,150,2.9,28889,345,976,2,0.994236
AQSU01000045.1-173310,150,2.3,28889,275,976,1,0.996377
AQSU01000034.1-91765,150,2.35833,28889,282,976,1,0.996466
AQSU01000029.1-145397,150,2.43333,28889,288,1239,2,0.993103
AQSU01000033.1-11846,150,2.83333,28889,339,1224,1,0.997059
AQSU01000047.1-535076,150,2.89167,28889,347,NA,0,1
AQSU01000029.1-48764,150,2.95833,28889,354,1239,1,0.997183
AQSU01000045.1-346951,150,2.80833,28889,336,74152,1,0.997033
AQSU01000035.1-123482,150,2.025,28889,238,1239,1,0.995816
AQSU01000048.1-709366,150,2.275,28889,269,1239,3,0.988971
AQSU01000042.1-481036,150,2.21667,28889,259,976,2,0.992337
AQSU01000031.1-208191,150,2.69167,28889,322,1134404,1,0.996904
AQSU01000042.1-473912,150,2.975,28889,357,NA,0,1
AQSU01000047.1-410517,150,2.86667,28889,344,NA,0,1
AQSU01000047.1-376127,150,2.425,28889,289,1224,2,0.993127
AQSU01000009.1-21390,150,2.96667,28889,355,976,1,0.997191
AQSU01000039.1-261846,150,2.88333,28889,344,1224,2,0.99422
AQSU01000041.1-358008,150,2.89167,28889,347,NA,0,1
AQSU01000031.1-4778,150,2.91667,28889,350,NA,0,1
AQSU01000023.1-100013,150,2.93333,28889,352,NA,0,1
AQSU01000048.1-1078823,150,2.86667,28889,341,976,2,0.994169
AQSU01000047.1-539849,150,2.925,28889,349,1224,2,0.994302
AQSU01000029.1-34718,150,2.98333,28889,358,NA,0,1
AQSU01000019.1-3317,150,2.825,28889,339,NA,0,1
AQSU01000014.1-40403,150,2.94167,28889,353,NA,0,1
AQSU01000047.1-570953,150,2.94167,28889,353,NA,0,1
AQSU01000039.1-290287,150,2.85,28889,339,1239,1,0.997059
AQSU01000041.1-226882,150,2.875,28889,345,NA,0,1
AQSU01000041.1-50669,150,2.94167,28889,353,NA,0,1
AQSU01000046.1-693331,150,2.08333,28889,240,1224,4,0.983607
AQSU01000048.1-170479,150,2.91667,28889,348,1224,1,0.997135
AQSU01000010.1-43729,150,2.90833,28889,349,NA,0,1
AQSU01000009.1-20478,150,2.90833,28889,349,NA,0,1
AQSU01000044.1-54446,150,2.88333,28889,344,200940,1,0.997101
AQSU01000046.1-266261,150,2.75833,28889,327,1239,2,0.993921
AQSU01000042.1-384122,150,2.85833,28889,343,NA,0,1
AQSU01000036.1-209402,150,2.85,28889,342,NA,0,1
AQSU01000041.1-36855,150,2.875,28889,345,NA,0,1
AQSU01000042.1-317166,150,2.78333,28889,330,1239,4,0.988024
AQSU01000037.1-131625,150,2.18333,28889,258,1239,2,0.992308
AQSU01000026.1-133426,150,2.39167,28889,287,NA,0,1
AQSU01000045.1-147325,150,2.55833,28889,307,NA,0,1
AQSU01000037.1-39754,150,2.96667,28889,355,1239,1,0.997191
AQSU01000046.1-182822,150,2.89167,28889,345,976,2,0.994236
AQSU01000020.1-51233,150,2.95,28889,354,NA,0,1
AQSU01000021.1-134741,150,2.85833,28889,343,NA,0,1
AQSU01000039.1-106534,150,2.8,28889,332,976,2,0.994012
AQSU01000031.1-169515,150,2.84167,28889,340,1239,1,0.997067
AQSU01000033.1-11476,150,2.875,28889,345,NA,0,1
AQSU01000045.1-507378,150,2.50833,28889,301,NA,0,1
AQSU01000045.1-490588,150,2.9,28889,346,976,1,0.997118
AQSU01000032.1-188957,150,2.86667,28889,344,NA,0,1
AQSU01000041.1-200371,150,2.81667,28889,336,1239,2,0.994083
