Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
MEZI01000038.1-115860,150,2.91667,928852,349,201174,1,0.997143
MEZI01000073.1-205968,150,2.89167,928852,347,NA,0,1
MEZI01000013.1-12631,150,2.9,928852,348,NA,0,1
MEZI01000037.1-89012,150,0.0916667,NA,4,201174,4,0.5
MEZI01000059.1-50686,150,0.1,NA,7,1224,3,0.7
MEZI01000044.1-7724,150,2.21667,28890,266,NA,0,1
MEZI01000013.1-108717,150,2.91667,928852,350,NA,0,1
MEZI01000062.1-79803,150,0,NA,0,NA,0,0
MEZI01000054.1-3702,150,0.175,NA,10,201174,4,0.714286
MEZI01000002.1-167302,150,2.725,928852,323,201174,3,0.990798
MEZI01000036.1-25407,150,2.94167,28890,353,NA,0,1
MEZI01000035.1-75429,150,0.0166667,NA,1,201174,1,0.5
MEZI01000033.1-40874,150,2.95833,928852,355,NA,0,1
MEZI01000021.1-266611,150,2.9,928852,348,NA,0,1
MEZI01000057.1-7589,150,2.80833,928852,332,201174,2,0.994012
MEZI01000035.1-43732,150,2.90833,928852,349,NA,0,1
MEZI01000026.1-73441,150,3,28890,360,NA,0,1
MEZI01000066.1-2137,150,0.00833333,NA,1,NA,0,1
MEZI01000003.1-9833,150,0.025,NA,1,1224,1,0.5
MEZI01000013.1-88038,150,2.86667,928852,344,NA,0,1
MEZI01000004.1-73008,150,2.89167,928852,345,1224,1,0.99711
MEZI01000066.1-225304,150,2.95833,928852,354,201174,1,0.997183
MEZI01000072.1-91163,150,0.191667,NA,7,201174,5,0.583333
MEZI01000073.1-10583,150,1.63333,928852,194,1224,2,0.989796
MEZI01000002.1-141407,150,0.00833333,NA,1,NA,0,1
MEZI01000059.1-223054,150,2.875,928852,344,1224,1,0.997101
MEZI01000054.1-58013,150,0.0333333,NA,1,1297,1,0.5
MEZI01000018.1-84354,150,0.025,NA,2,1239,1,0.666667
MEZI01000062.1-844,150,2.975,928852,357,NA,0,1
MEZI01000009.1-86177,150,2.96667,28890,356,NA,0,1
MEZI01000051.1-28529,150,2.86667,28890,339,200795,2,0.994135
MEZI01000026.1-23457,150,2.94167,28890,351,201174,1,0.997159
MEZI01000055.1-120741,150,2.85,928852,342,NA,0,1
MEZI01000067.1-94931,150,0.0166667,NA,1,976,1,0.5
MEZI01000032.1-30707,150,2.88333,928852,343,57723,1,0.997093
MEZI01000021.1-201280,150,0.0416667,NA,3,32066,1,0.75
MEZI01000032.1-58193,150,2.91667,928852,347,201174,2,0.994269
MEZI01000005.1-284233,150,2.95833,928852,355,NA,0,1
MEZI01000021.1-95993,150,0,NA,0,NA,0,0
MEZI01000066.1-768,150,0.0583333,NA,3,1224,2,0.6
MEZI01000036.1-60922,150,2.96667,28890,356,NA,0,1
MEZI01000059.1-345548,150,0.0583333,NA,4,201174,3,0.571429
MEZI01000056.1-16484,150,2.91667,928852,350,NA,0,1
MEZI01000025.1-43996,150,2.95,928852,354,NA,0,1
MEZI01000056.1-8174,150,2.925,928852,346,1224,3,0.991404
MEZI01000068.1-3090,150,2.6,928852,312,NA,0,1
MEZI01000061.1-35023,150,2.85,928852,338,201174,2,0.994118
MEZI01000002.1-1196,150,0,NA,0,NA,0,0
MEZI01000043.1-41299,150,0.0833333,NA,3,1297,3,0.5
MEZI01000054.1-149350,150,0.00833333,NA,1,NA,0,1
MEZI01000027.1-28646,150,2.98333,928852,358,NA,0,1
MEZI01000014.1-27177,150,0.075,NA,3,201174,3,0.5
MEZI01000039.1-59895,150,0.0333333,NA,2,1239,1,0.666667
MEZI01000002.1-50728,150,0.0333333,NA,3,200795,1,0.75
MEZI01000021.1-80644,150,2.625,928852,314,201174,1,0.996825
MEZI01000008.1-50184,150,2.98333,28890,357,201174,1,0.997207
MEZI01000005.1-266918,150,2.96667,928852,356,NA,0,1
MEZI01000073.1-26500,150,2.975,928852,357,NA,0,1
MEZI01000043.1-70571,150,2.975,928852,356,976,1,0.997199
MEZI01000054.1-3621,150,2.96667,928852,356,NA,0,1
MEZI01000055.1-55401,150,0.0333333,NA,2,1224,2,0.5
MEZI01000068.1-123246,150,0,NA,0,NA,0,0
MEZI01000005.1-314487,150,2.89167,928852,346,201174,1,0.997118
MEZI01000004.1-141446,150,2.63333,928852,315,1117,1,0.996835
MEZI01000002.1-118,150,2.925,928852,348,28890,2,0.994286
MEZI01000066.1-395997,150,1.81667,928852,207,1224,6,0.971831
MEZI01000071.1-173378,150,0.0916667,NA,4,1239,2,0.666667
MEZI01000058.1-24928,150,0,NA,0,NA,0,0
MEZI01000038.1-50346,150,2.91667,928852,349,201174,1,0.997143
MEZI01000055.1-40239,150,2.88333,928852,346,NA,0,1
MEZI01000059.1-332143,150,0.075,NA,5,201174,3,0.625
MEZI01000041.1-55764,150,0,NA,0,NA,0,0
MEZI01000016.1-28127,150,0.175,NA,8,1224,6,0.571429
MEZI01000067.1-66756,150,2.8,928852,331,201174,2,0.993994
MEZI01000042.1-135624,150,0.108333,201174,9,1224,3,0.75
MEZI01000071.1-80089,150,0.0333333,NA,2,201174,1,0.666667
MEZI01000009.1-80958,150,2.99167,28890,359,NA,0,1
MEZI01000009.1-22688,150,2.98333,28890,358,NA,0,1
MEZI01000045.1-727,150,0.166667,NA,11,201174,6,0.647059
MEZI01000025.1-4435,150,2.925,928852,347,201174,2,0.994269
MEZI01000032.1-57803,150,2.6,928852,312,NA,0,1
MEZI01000066.1-166777,150,0.0333333,NA,4,NA,0,1
MEZI01000066.1-149358,150,2.875,928852,345,NA,0,1
MEZI01000028.1-158795,150,2.55,928852,289,1224,7,0.976351
MEZI01000055.1-219509,150,0.00833333,NA,1,NA,0,1
MEZI01000040.1-38792,150,2.91667,928852,350,NA,0,1
MEZI01000062.1-100419,150,0.0166667,NA,2,NA,0,1
MEZI01000024.1-15816,150,0.116667,28890,12,1224,1,0.923077
MEZI01000001.1-47084,150,2.775,928852,330,28889,1,0.996979
MEZI01000005.1-39623,150,2.96667,928852,356,NA,0,1
MEZI01000059.1-198524,150,2.90833,928852,349,NA,0,1
MEZI01000069.1-128918,150,0.00833333,NA,1,NA,0,1
MEZI01000032.1-108313,150,2.95,928852,354,NA,0,1
MEZI01000031.1-24415,150,0.0333333,NA,2,1224,1,0.666667
MEZI01000042.1-172662,150,2.94167,928852,349,201174,3,0.991477
MEZI01000073.1-67791,150,2.4,928852,288,NA,0,1
MEZI01000039.1-81550,150,0.0166667,NA,1,201174,1,0.5
MEZI01000004.1-133390,150,2.94167,928852,352,976,1,0.997167
MEZI01000043.1-158624,150,2.96667,928852,356,NA,0,1
MEZI01000001.1-9732,150,2.83333,928852,339,57723,1,0.997059
MEZI01000005.1-376095,150,2.44167,928852,293,NA,0,1
MEZI01000052.1-41094,150,2.85,28890,341,201174,1,0.997076
MEZI01000021.1-259087,150,0.0833333,NA,6,28890,3,0.666667
MEZI01000068.1-20297,150,2.98333,928852,358,NA,0,1
MEZI01000043.1-42124,150,2.85,928852,342,NA,0,1
MEZI01000032.1-56530,150,2.96667,928852,355,201174,1,0.997191
MEZI01000032.1-95967,150,1.99167,928852,230,1224,4,0.982906
MEZI01000024.1-22295,150,0.0666667,28890,6,1224,2,0.75
MEZI01000018.1-197595,150,0.05,NA,4,1224,2,0.666667
MEZI01000073.1-39451,150,2.35833,928852,282,201174,1,0.996466
MEZI01000021.1-40178,150,1.925,928852,230,1224,1,0.995671
MEZI01000035.1-149458,150,0.1,NA,7,1224,4,0.636364
MEZI01000068.1-216657,150,0.0333333,NA,2,28890,1,0.666667
MEZI01000066.1-238791,150,2.95,928852,352,1224,1,0.997167
MEZI01000042.1-55979,150,0.0833333,201174,8,28890,1,0.888889
MEZI01000073.1-220857,150,2.90833,928852,349,NA,0,1
MEZI01000005.1-229592,150,2.99167,928852,359,NA,0,1
MEZI01000067.1-230046,150,0.025,NA,2,201174,1,0.666667
MEZI01000015.1-260642,150,2.94167,928852,353,NA,0,1
MEZI01000002.1-94724,150,0.0166667,NA,1,1752718,1,0.5
MEZI01000067.1-8140,150,2.59167,928852,311,NA,0,1
MEZI01000028.1-11296,150,2.94167,928852,353,NA,0,1
MEZI01000035.1-89486,150,2.86667,928852,343,201174,1,0.997093
MEZI01000062.1-123213,150,2.075,928852,233,28890,7,0.970833
MEZI01000002.1-156562,150,0.0166667,NA,1,201174,1,0.5
MEZI01000028.1-188479,150,1.96667,928852,235,1224,1,0.995763
MEZI01000013.1-134931,150,0.0166667,NA,2,NA,0,1
MEZI01000069.1-113311,150,0.0333333,NA,1,1224,1,0.5
MEZI01000026.1-20986,150,2.98333,28890,358,NA,0,1
MEZI01000038.1-80157,150,2.99167,928852,359,NA,0,1
MEZI01000008.1-128206,150,2.225,28890,267,NA,0,1
MEZI01000057.1-13375,150,2.89167,928852,347,NA,0,1
MEZI01000035.1-63715,150,0.075,NA,5,201174,2,0.714286
MEZI01000042.1-123414,150,0.0833333,NA,5,201174,4,0.555556
MEZI01000009.1-22052,150,2.8,28890,336,NA,0,1
MEZI01000069.1-117512,150,0.025,NA,2,1224,1,0.666667
MEZI01000032.1-8863,150,1.68333,928852,196,1224,3,0.984925
MEZI01000036.1-2816,150,2.58333,28890,308,1239,2,0.993548
MEZI01000055.1-33034,150,0.0333333,NA,2,201174,1,0.666667
MEZI01000010.1-19048,150,2.98333,928852,358,NA,0,1
MEZI01000032.1-87256,150,0.00833333,NA,1,NA,0,1
MEZI01000005.1-278842,150,2.95,928852,351,201174,2,0.994334
MEZI01000012.1-4052,150,2.4,28890,287,1224,1,0.996528
MEZI01000004.1-9687,150,2.99167,928852,357,201174,2,0.994429
MEZI01000005.1-146905,150,0.0916667,1224,6,1297,2,0.75
MEZI01000021.1-8814,150,0.05,NA,3,201174,2,0.6
MEZI01000040.1-80071,150,0.025,NA,1,1117,1,0.5
MEZI01000069.1-167527,150,0.00833333,NA,1,NA,0,1
