Object_ID, Length, Assignment
CP010868.1-6918392,150,NA
CP010868.1-2193395,150,651137
CP010868.1-9865088,150,NA
CP010868.1-7033793,150,NA
CP010868.1-4240600,150,651137
CP010868.1-5951164,150,651137
CP010868.1-1422257,150,NA
CP010868.1-3978676,150,NA
CP010868.1-1275474,150,NA
CP010868.1-11248809,150,NA
CP010868.1-7133386,150,651137
CP010868.1-7241477,150,651137
CP010868.1-23321,150,NA
CP010868.1-78516,150,651137
CP010868.1-4578103,150,651137
CP010868.1-7211714,150,NA
CP010868.1-1505335,150,NA
CP010868.1-3287495,150,NA
CP010868.1-11085022,150,NA
CP010868.1-9937232,150,NA
CP010868.1-11008460,150,NA
CP010868.1-3502458,150,651137
CP010868.1-2293311,150,651137
CP010868.1-2010410,150,NA
CP010868.1-11226759,150,651137
CP010868.1-4395889,150,NA
CP010868.1-5013992,150,NA
CP010868.1-9042545,150,NA
CP010868.1-3904716,150,NA
CP010868.1-10234095,150,651137
CP010868.1-5212448,150,NA
CP010868.1-8151089,150,NA
CP010868.1-4848413,150,651137
CP010868.1-3113044,150,NA
CP010868.1-7475958,150,NA
CP010868.1-8742263,150,NA
CP010868.1-7502039,150,NA
CP010868.1-1989448,150,651137
CP010868.1-8646406,150,NA
CP010868.1-3286179,150,NA
CP010868.1-7167675,150,NA
CP010868.1-1080407,150,NA
CP010868.1-4657524,150,NA
CP010868.1-8268384,150,NA
CP010868.1-4650426,150,NA
CP010868.1-1864889,150,NA
CP010868.1-1830499,150,NA
CP010868.1-11107390,150,NA
CP010868.1-6020014,150,NA
CP010868.1-5096176,150,651137
CP010868.1-8064971,150,NA
CP010868.1-9818022,150,NA
CP010868.1-1449200,150,651137
CP010868.1-1994221,150,651137
CP010868.1-8632482,150,651137
CP010868.1-10297326,150,651137
CP010868.1-10790403,150,651137
CP010868.1-2025325,150,NA
CP010868.1-6048455,150,NA
CP010868.1-4965050,150,651137
CP010868.1-4788837,150,651137
CP010868.1-2903702,150,651137
CP010868.1-542534,150,NA
CP010868.1-11075729,150,NA
CP010868.1-11106478,150,NA
CP010868.1-3666716,150,651137
CP010868.1-2477873,150,NA
CP010868.1-4560961,150,651137
CP010868.1-6855595,150,NA
CP010868.1-4775023,150,NA
CP010868.1-4494256,150,NA
CP010868.1-6393113,150,NA
CP010868.1-9225435,150,NA
CP010868.1-3087133,150,NA
CP010868.1-6301712,150,NA
CP010868.1-2394663,150,NA
CP010868.1-10229242,150,651137
CP010868.1-10174750,150,651137
CP010868.1-5864702,150,651137
CP010868.1-8229708,150,651137
CP010868.1-7501669,150,NA
CP010868.1-3446148,150,NA
CP010868.1-3429419,150,NA
CP010868.1-7913150,150,NA
CP010868.1-4938539,150,651137
CP010868.1-6642979,150,NA
CP010868.1-3998071,150,NA
CP010868.1-8422735,150,NA
CP010868.1-11335276,150,651137
CP010868.1-10568775,150,NA
CP010868.1-1589503,150,651137
CP010868.1-2690166,150,651137
CP010868.1-7549586,150,NA
CP010868.1-7621881,150,651137
CP010868.1-6336453,150,651137
CP010868.1-2063940,150,NA
CP010868.1-6769887,150,NA
CP010868.1-11067813,150,651137
CP010868.1-6134027,150,651137
CP010868.1-1772747,150,651137
CP010868.1-10896828,150,651137
CP010868.1-5168153,150,651137
CP010868.1-8794859,150,NA
CP010868.1-2808291,150,NA
CP010868.1-6020811,150,NA
CP010868.1-7500475,150,NA
CP010868.1-7537867,150,NA
CP010868.1-8428766,150,651137
CP010868.1-9149419,150,651137
CP010868.1-493658,150,NA
CP010868.1-8595622,150,651137
CP010868.1-7311159,150,651137
CP010868.1-2990219,150,NA
CP010868.1-3515471,150,NA
CP010868.1-6226805,150,NA
CP010868.1-2207325,150,NA
CP010868.1-10754026,150,NA
CP010868.1-3237487,150,651137
CP010868.1-9493965,150,NA
CP010868.1-11186956,150,NA
CP010868.1-3033170,150,NA
CP010868.1-7769984,150,NA
CP010868.1-7254700,150,651137
CP010868.1-4019471,150,NA
CP010868.1-1379624,150,NA
CP010868.1-7942012,150,NA
CP010868.1-9982099,150,NA
CP010868.1-2674948,150,651137
CP010868.1-8148738,150,NA
CP010868.1-6884163,150,NA
CP010868.1-10372668,150,651137
CP010868.1-4583889,150,NA
CP010868.1-7230501,150,651137
CP010868.1-6290210,150,NA
CP010868.1-10174161,150,NA
CP010868.1-2679042,150,NA
CP010868.1-672658,150,NA
CP010868.1-7111613,150,NA
CP010868.1-1710331,150,NA
CP010868.1-10139369,150,651137
CP010868.1-7529592,150,NA
CP010868.1-10802012,150,NA
CP010868.1-9986853,150,NA
CP010868.1-818658,150,651137
CP010868.1-1481343,150,651137
CP010868.1-8567135,150,NA
CP010868.1-6682674,150,NA
CP010868.1-2727758,150,651137
CP010868.1-5697659,150,651137
CP010868.1-10079544,150,NA
CP010868.1-10130283,150,NA
CP010868.1-11059836,150,NA
CP010868.1-10915766,150,651137
CP010868.1-11347037,150,NA
CP010868.1-7502560,150,NA
CP010868.1-1420260,150,NA
CP010868.1-1388323,150,NA
CP010868.1-5302408,150,NA
CP010868.1-6403029,150,NA
CP010868.1-5199245,150,NA
CP010868.1-8076212,150,NA
CP010868.1-10405566,150,NA
CP010868.1-11068379,150,651137
CP010868.1-507084,150,NA
CP010868.1-5812521,150,NA
CP010868.1-4163934,150,NA
CP010868.1-8510974,150,651137
CP010868.1-786123,150,NA
CP010868.1-446697,150,651137
CP010868.1-9183698,150,NA
CP010868.1-5952736,150,NA
CP010868.1-9401165,150,651137
CP010868.1-6471043,150,NA
CP010868.1-4098959,150,NA
CP010868.1-1231014,150,651137
CP010868.1-472785,150,NA
CP010868.1-5461021,150,651137
CP010868.1-581452,150,NA
CP010868.1-8923687,150,NA
CP010868.1-1972610,150,NA
CP010868.1-2589310,150,NA
CP010868.1-9286023,150,NA
CP010868.1-1403673,150,NA
CP010868.1-5150123,150,651137
CP010868.1-4072665,150,NA
CP010868.1-852335,150,NA
CP010868.1-243128,150,NA
