Object_ID, Length, Assignment
NC_006624.1-9422392,150,28890
NC_006624.1-4697395,150,NA
NC_006624.1-12369088,150,28890
NC_006624.1-9537793,150,28890
NC_006624.1-6744600,150,NA
NC_006624.1-8455164,150,NA
NC_006624.1-3926257,150,28890
NC_006624.1-6482676,150,NA
NC_006624.1-3779474,150,28890
NC_006624.1-11799,150,28890
NC_006624.1-9637386,150,28890
NC_006624.1-9745477,150,28890
NC_006624.1-2527321,150,28890
NC_006624.1-1304889,150,NA
NC_006624.1-7082103,150,NA
NC_006624.1-770014,150,28890
NC_006624.1-4009335,150,28890
NC_006624.1-5791495,150,28890
NC_006624.1-13589022,150,NA
NC_006624.1-12441232,150,NA
NC_006624.1-13512460,150,NA
NC_006624.1-6006458,150,28890
NC_006624.1-4797311,150,28890
NC_006624.1-4514410,150,NA
NC_006624.1-13730759,150,NA
NC_006624.1-6899889,150,NA
NC_006624.1-7517992,150,NA
NC_006624.1-11546545,150,28890
NC_006624.1-6408716,150,NA
NC_006624.1-1480093,150,NA
NC_006624.1-7716448,150,28890
NC_006624.1-10655089,150,NA
NC_006624.1-77637,150,NA
NC_006624.1-5617044,150,28890
NC_006624.1-9979958,150,NA
NC_006624.1-151006,150,28890
NC_006624.1-10006039,150,28890
NC_006624.1-412719,150,NA
NC_006624.1-1720280,150,28890
NC_006624.1-5790179,150,NA
NC_006624.1-9671675,150,28890
NC_006624.1-3584407,150,NA
NC_006624.1-7161524,150,NA
NC_006624.1-10772384,150,NA
NC_006624.1-7154426,150,NA
NC_006624.1-4368889,150,NA
NC_006624.1-4334499,150,NA
NC_006624.1-13611390,150,NA
NC_006624.1-8524014,150,NA
NC_006624.1-7600176,150,28890
NC_006624.1-10568971,150,NA
NC_006624.1-12322022,150,28890
NC_006624.1-3953200,150,NA
NC_006624.1-4498221,150,NA
NC_006624.1-11136482,150,NA
NC_006624.1-12801326,150,NA
NC_006624.1-1542972,150,NA
NC_006624.1-332605,150,28890
NC_006624.1-8552455,150,28890
NC_006624.1-7469050,150,28890
NC_006624.1-223463,150,NA
NC_006624.1-1952925,150,NA
NC_006624.1-3046534,150,NA
NC_006624.1-13579729,150,NA
NC_006624.1-13610478,150,NA
NC_006624.1-6170716,150,28890
NC_006624.1-4981873,150,NA
NC_006624.1-7064961,150,NA
NC_006624.1-199492,150,NA
NC_006624.1-756349,150,28890
NC_006624.1-6998256,150,NA
NC_006624.1-8897113,150,28890
NC_006624.1-11729435,150,NA
NC_006624.1-5591133,150,28890
NC_006624.1-8805712,150,28890
NC_006624.1-4898663,150,NA
NC_006624.1-480178,150,NA
NC_006624.1-12678750,150,28890
NC_006624.1-788169,150,28890
NC_006624.1-10733708,150,NA
NC_006624.1-10005669,150,NA
NC_006624.1-5950148,150,NA
NC_006624.1-5933419,150,28890
NC_006624.1-10417150,150,NA
NC_006624.1-7442539,150,NA
NC_006624.1-9146979,150,NA
NC_006624.1-6502071,150,28890
NC_006624.1-10926735,150,NA
NC_006624.1-13839276,150,28890
NC_006624.1-13072775,150,NA
NC_006624.1-4093503,150,NA
NC_006624.1-5194166,150,NA
NC_006624.1-841218,150,NA
NC_006624.1-614546,150,NA
NC_006624.1-8840453,150,28890
NC_006624.1-4567940,150,28890
NC_006624.1-453025,150,28890
NC_006624.1-1149539,150,NA
NC_006624.1-8638027,150,NA
NC_006624.1-4276747,150,28890
NC_006624.1-13400828,150,28890
NC_006624.1-7672153,150,NA
NC_006624.1-11298859,150,28890
NC_006624.1-5312291,150,28890
NC_006624.1-8524811,150,28890
NC_006624.1-10004475,150,NA
NC_006624.1-10041867,150,NA
NC_006624.1-10932766,150,28890
NC_006624.1-11653419,150,28890
NC_006624.1-2997658,150,NA
NC_006624.1-11099622,150,NA
NC_006624.1-9815159,150,28890
NC_006624.1-2177794,150,28890
NC_006624.1-6019471,150,NA
NC_006624.1-8730805,150,NA
NC_006624.1-4711325,150,NA
