Object_ID, Length, Assignment
NC_034010.1-661636,150,NA
NC_034013.1-652756,150,28889
NC_034009.1-1618817,150,NA
NC_034010.1-778899,150,NA
NC_034012.1-1492684,150,NA
NC_034011.1-1504420,150,NA
NC_034014.1-1923151,150,NA
NC_034012.1-1227414,150,NA
NC_034014.1-1774457,150,NA
NC_034016.1-952459,150,NA
NC_034016.1-328961,150,NA
NC_034010.1-989738,150,NA
NC_034014.1-506328,150,NA
NC_034015.1-758084,150,NA
NC_034011.1-111789,150,NA
NC_034015.1-214275,150,NA
NC_034014.1-2007263,150,NA
NC_034012.1-527419,150,NA
NC_034009.1-2851728,150,NA
NC_034009.1-1691741,150,NA
NC_034009.1-2774370,150,NA
NC_034012.1-745085,150,NA
NC_034013.1-753878,150,NA
NC_034013.1-467527,150,NA
NC_034009.1-2994886,150,NA
NC_034016.1-102039,150,NA
NC_034011.1-553829,150,NA
NC_034009.1-787671,150,NA
NC_034012.1-1152505,150,NA
NC_034015.1-936236,150,NA
NC_034011.1-755168,150,NA
NC_034010.1-1913304,150,NA
NC_034016.1-1018909,150,NA
NC_034012.1-350736,150,NA
NC_034010.1-1227788,150,NA
NC_034016.1-1092974,150,NA
NC_034010.1-1254260,150,NA
NC_034016.1-1357120,150,NA
NC_034016.1-445782,150,NA
NC_034012.1-526090,150,NA
NC_034010.1-914811,150,NA
NC_034014.1-1576830,150,NA
NC_034011.1-192306,150,NA
NC_034009.1-5292,150,NA
NC_034011.1-185099,150,NA
NC_034013.1-320194,150,NA
NC_034013.1-285382,150,NA
NC_034009.1-2874366,150,NA
NC_034011.1-1574260,150,NA
NC_034011.1-637184,150,NA
NC_034010.1-1825888,150,NA
NC_034009.1-1571252,150,NA
NC_034014.1-1950421,150,NA
NC_034013.1-451112,150,NA
NC_034009.1-373273,150,NA
NC_034009.1-2055750,150,NA
NC_034015.1-1000129,150,NA
NC_034016.1-1276258,150,NA
NC_034011.1-1603098,150,NA
NC_034011.1-504182,150,NA
NC_034016.1-1166081,150,NA
NC_034015.1-1416804,150,NA
NC_034014.1-1032156,150,NA
NC_034016.1-794237,150,NA
NC_034009.1-2873440,150,NA
NC_034012.1-911419,150,NA
NC_034013.1-940641,150,NA
NC_034016.1-353840,150,NA
NC_034016.1-1141891,150,NA
NC_034015.1-200389,150,NA
NC_034011.1-26737,150,NA
NC_034010.1-128224,150,NA
NC_034009.1-972449,150,NA
NC_034012.1-324525,150,NA
