Object_ID, Length, Assignment
NC_024468.2-1634087,150,NA
NC_024465.2-747856,150,NA
NC_024459.2-2519846,150,NA
NC_024460.2-2911632,150,NA
NC_024460.2-72174,150,NA
NC_024466.2-178182,150,NA
NC_024461.2-366247,150,NA
NC_024461.2-2949418,150,NA
NC_024466.2-2095882,150,NA
NC_024466.2-364606,150,NA
NC_024464.2-1760034,150,NA
NC_024464.2-436213,150,NA
NC_024462.2-2239406,150,NA
NC_024468.2-815550,150,NA
NC_024468.2-284020,150,NA
NC_024462.2-452831,150,NA
NC_024461.2-450148,150,NA
NC_024466.2-743783,150,NA
NC_024467.2-1940502,150,NA
NC_024459.2-2592871,150,NA
NC_024459.2-3677321,150,NA
NC_024465.2-1675058,150,NA
NC_024466.2-992097,150,NA
NC_024461.2-960498,150,NA
NC_024459.2-3898297,150,NA
NC_024464.2-1780270,150,NA
NC_024460.2-858325,150,NA
NC_024464.2-1756096,150,NA
NC_024467.2-1199884,150,NA
NC_024462.2-1174892,150,NA
NC_024466.2-439095,150,NA
NC_024459.2-784887,150,NA
NC_024466.2-107616,150,NA
NC_024468.2-1207704,150,NA
NC_024465.2-754840,150,NA
NC_024463.2-2809093,150,NA
NC_024467.2-1734141,150,NA
NC_024462.2-89419,150,NA
NC_024463.2-2158655,150,NA
NC_024461.2-2249591,150,NA
NC_024467.2-958910,150,NA
NC_024464.2-719947,150,NA
NC_024466.2-1825872,150,NA
NC_024459.2-903595,150,NA
NC_024460.2-488759,150,NA
NC_024461.2-813516,150,NA
NC_024461.2-778760,150,NA
NC_024459.2-3777532,150,NA
NC_024460.2-1881053,150,NA
NC_024460.2-941864,150,NA
NC_024467.2-1668582,150,NA
NC_024459.2-2472237,150,NA
NC_024467.2-458563,150,NA
NC_024468.2-1714553,150,NA
NC_024465.2-783162,150,NA
NC_024459.2-2957317,150,NA
NC_024462.2-1238811,150,NA
NC_024465.2-1167423,150,NA
NC_024460.2-1909981,150,NA
NC_024460.2-808549,150,NA
NC_024463.2-1429178,150,NA
NC_024465.2-133180,150,NA
NC_024468.2-432510,150,NA
NC_024464.2-493916,150,NA
NC_024459.2-3776615,150,NA
NC_024461.2-2634237,150,NA
NC_024461.2-1432805,150,NA
NC_024463.2-86338,150,NA
NC_024463.2-286311,150,NA
NC_024462.2-438964,150,NA
NC_024460.2-330032,150,NA
NC_024466.2-2301436,150,NA
NC_024459.2-1872456,150,NA
NC_024465.2-487214,150,NA
NC_024465.2-600627,150,NA
NC_024461.2-1348748,150,NA
NC_024463.2-1578133,150,NA
NC_024466.2-2221898,150,NA
NC_024468.2-794404,150,NA
NC_024468.2-552590,150,NA
NC_024468.2-1822491,150,NA
NC_024467.2-1497827,150,NA
NC_024461.2-2394417,150,NA
NC_024459.2-544043,150,NA
NC_024468.2-397915,150,NA
NC_024465.2-1594673,150,NA
NC_024465.2-624741,150,NA
NC_024459.2-1059898,150,NA
NC_024467.2-252271,150,NA
NC_024459.2-3232164,150,NA
NC_024463.2-2413736,150,NA
NC_024461.2-1647249,150,NA
NC_024466.2-1332778,150,NA
NC_024464.2-1773680,150,NA
NC_024460.2-2202719,150,NA
NC_024466.2-1626944,150,NA
NC_024465.2-2004403,150,NA
NC_024462.2-838710,150,NA
NC_024464.2-856148,150,NA
NC_024461.2-720376,150,NA
NC_024463.2-90036,150,NA
NC_024460.2-1014997,150,NA
NC_024459.2-1436631,150,NA
NC_024461.2-1766686,150,NA
NC_024460.2-1881866,150,NA
NC_024459.2-126295,150,NA
NC_024459.2-164146,150,NA
NC_024459.2-1065993,150,NA
NC_024459.2-1795538,150,NA
NC_024462.2-2717643,150,NA
NC_024459.2-1234879,150,NA
NC_024460.2-3193688,150,NA
NC_024462.2-1884041,150,NA
NC_024463.2-2420648,150,NA
NC_024460.2-2091317,150,NA
NC_024461.2-1159458,150,NA
NC_024462.2-280431,150,NA
NC_024461.2-2200383,150,NA
NC_024463.2-779038,150,NA
NC_024466.2-1235659,150,NA
NC_024462.2-1820689,150,NA
NC_024462.2-1018644,150,NA
NC_024467.2-1409691,150,NA
NC_024461.2-2990603,150,NA
NC_024466.2-1523780,150,NA
NC_024463.2-232366,150,NA
NC_024462.2-509153,150,NA
NC_024462.2-1047507,150,NA
NC_024468.2-1212388,150,NA
NC_024465.2-2179512,150,NA
NC_024459.2-3033576,150,NA
NC_024460.2-421120,150,NA
NW_017972098.1-818,150,NA
NC_024460.2-2155728,150,NA
NC_024459.2-2832644,150,NA
NC_024461.2-1635989,150,NA
NC_024462.2-2899632,150,NA
NC_024463.2-80046,150,NA
NC_024465.2-937001,150,NA
NC_024464.2-1319476,150,NA
NC_024465.2-248265,150,NA
NC_024459.2-3468338,150,NA
NC_024465.2-1799824,150,NA
NC_024466.2-503317,150,NA
NC_024463.2-1245936,150,NA
NC_024459.2-1206042,150,NA
NC_024467.2-1014331,150,NA
