Object_ID, Length, Assignment
CM001158.1-7210746,150,651137
CM001158.1-2374859,150,651137
CM001158.1-10226629,150,651137
CM001158.1-7328850,150,651137
CM001158.1-4470319,150,651137
CM001158.1-6220765,150,651137
CM001158.1-1585727,150,651137
CM001158.1-4202105,150,651137
CM001158.1-1435479,150,651137
CM001158.1-11642791,150,651137
CM001158.1-7430756,150,NA
CM001158.1-7541397,150,651137
CM001158.1-153860,150,651137
CM001158.1-210386,150,651137
CM001158.1-4815640,150,651137
CM001158.1-7510913,150,651137
CM001158.1-1670706,150,651137
CM001158.1-3494610,150,651137
CM001158.1-11475162,150,651137
CM001158.1-10300420,150,651137
CM001158.1-11396828,150,651137
CM001158.1-3714628,150,651137
CM001158.1-2477130,150,651137
CM001158.1-2187562,150,NA
CM001158.1-11620239,150,651137
CM001158.1-4629193,150,651137
CM001158.1-5261675,150,651137
CM001158.1-9384697,150,651137
CM001158.1-4126380,150,NA
CM001158.1-10604352,150,651137
CM001158.1-5464783,150,651137
CM001158.1-8472509,150,NA
CM001158.1-5092109,150,651137
CM001158.1-3316096,150,651137
CM001158.1-7781426,150,651137
CM001158.1-9077432,150,651137
CM001158.1-7808163,150,651137
CM001158.1-2166109,150,651137
CM001158.1-8979370,150,651137
CM001158.1-3493253,150,NA
CM001158.1-7465860,150,NA
CM001158.1-1235716,150,NA
CM001158.1-4896912,150,651137
CM001158.1-8592533,150,651137
CM001158.1-4889645,150,651137
CM001158.1-2038690,150,651137
CM001158.1-2003477,150,651137
CM001158.1-11498041,150,651137
CM001158.1-6291289,150,651137
CM001158.1-5345818,150,651137
CM001158.1-8384346,150,651137
CM001158.1-10178474,150,651137
CM001158.1-1613244,150,651137
CM001158.1-2170996,150,651137
CM001158.1-8965132,150,NA
CM001158.1-10669119,150,651137
CM001158.1-11173752,150,NA
CM001158.1-2202852,150,651137
CM001158.1-6320360,150,651137
CM001158.1-5211583,150,651137
CM001158.1-5031236,150,651137
CM001158.1-3101860,150,651137
CM001158.1-685298,150,651137
CM001158.1-11465665,150,651137
CM001158.1-11497109,150,651137
CM001158.1-3882759,150,651137
CM001158.1-2666050,150,651137
CM001158.1-4798078,150,NA
CM001158.1-7146467,150,651137
CM001158.1-5017101,150,651137
CM001158.1-4729839,150,651137
CM001158.1-6673162,150,651137
CM001158.1-9572021,150,NA
CM001158.1-3289605,150,651137
CM001158.1-6579566,150,651137
CM001158.1-2580891,150,651137
CM001158.1-10599382,150,NA
CM001158.1-10543563,150,651137
CM001158.1-6132303,150,651137
CM001158.1-8552967,150,NA
CM001158.1-7807781,150,651137
CM001158.1-3657005,150,651137
CM001158.1-3639871,150,651137
CM001158.1-8228941,150,651137
CM001158.1-5184444,150,651137
CM001158.1-6928795,150,651137
CM001158.1-4221930,150,651137
CM001158.1-8750411,150,651137
CM001158.1-11731345,150,651137
CM001158.1-10946883,150,NA
CM001158.1-1756810,150,NA
CM001158.1-2883347,150,651137
CM001158.1-7856810,150,651137
CM001158.1-7930835,150,651137
CM001158.1-6615137,150,651137
CM001158.1-2242370,150,651137
CM001158.1-7058768,150,651137
CM001158.1-11457588,150,651137
CM001158.1-6407912,150,651137
CM001158.1-1944402,150,NA
CM001158.1-11282597,150,651137
CM001158.1-5419447,150,651137
CM001158.1-9131321,150,651137
CM001158.1-3004153,150,651137
CM001158.1-6292104,150,651137
CM001158.1-7806549,150,651137
CM001158.1-7844822,150,NA
CM001158.1-8756581,150,651137
CM001158.1-9494136,150,651137
CM001158.1-635310,150,651137
CM001158.1-8927398,150,651137
CM001158.1-7612685,150,NA
CM001158.1-3190349,150,NA
CM001158.1-3727959,150,651137
CM001158.1-6502852,150,NA
CM001158.1-2389144,150,651137
CM001158.1-11136540,150,651137
CM001158.1-3443458,150,651137
CM001158.1-9846795,150,651137
CM001158.1-11579472,150,651137
CM001158.1-3234313,150,651137
CM001158.1-8082375,150,651137
CM001158.1-7554919,150,651137
CM001158.1-4243854,150,651137
CM001158.1-1542073,150,651137
CM001158.1-8258484,150,651137
CM001158.1-10346353,150,651137
CM001158.1-2867768,150,651137
CM001158.1-8470100,150,651137
CM001158.1-7175676,150,651137
CM001158.1-10746191,150,NA
CM001158.1-4821569,150,NA
CM001158.1-7530168,150,651137
CM001158.1-6567772,150,NA
CM001158.1-10542961,150,651137
CM001158.1-2871947,150,651137
CM001158.1-818465,150,651137
CM001158.1-7408467,150,651137
CM001158.1-1880508,150,651137
CM001158.1-10507386,150,651137
CM001158.1-7836330,150,NA
CM001158.1-11185612,150,651137
CM001158.1-10351210,150,NA
CM001158.1-967873,150,651137
CM001158.1-1646169,150,651137
CM001158.1-8898218,150,NA
CM001158.1-6969490,150,651137
CM001158.1-2921795,150,NA
CM001158.1-5961383,150,NA
CM001158.1-10446139,150,NA
CM001158.1-10498081,150,651137
CM001158.1-11449414,150,651137
CM001158.1-11301956,150,651137
CM001158.1-11743364,150,651137
CM001158.1-7808696,150,651137
CM001158.1-1583685,150,651137
CM001158.1-1551011,150,NA
CM001158.1-5556872,150,651137
CM001158.1-6683310,150,651137
CM001158.1-5451274,150,651137
CM001158.1-8395830,150,651137
CM001158.1-10779848,150,NA
CM001158.1-11458163,150,651137
CM001158.1-649062,150,651137
CM001158.1-6078900,150,651137
CM001158.1-4391789,150,NA
CM001158.1-8840739,150,651137
CM001158.1-934572,150,651137
CM001158.1-587241,150,651137
CM001158.1-9529257,150,651137
CM001158.1-6222377,150,651137
CM001158.1-9751820,150,NA
CM001158.1-6752892,150,651137
CM001158.1-4325167,150,651137
CM001158.1-1389925,150,651137
CM001158.1-613933,150,651137
CM001158.1-5719242,150,651137
CM001158.1-725101,150,651137
CM001158.1-9263103,150,651137
CM001158.1-2148872,150,NA
CM001158.1-2780124,150,651137
CM001158.1-9634021,150,651137
CM001158.1-1566704,150,651137
CM001158.1-5400999,150,651137
CM001158.1-4298287,150,651137
CM001158.1-1002332,150,651137
CM001158.1-378855,150,NA
CM001158.1-10672740,150,651137
CM001158.1-6276148,150,651137
CM001158.1-5221302,150,651137
CM001158.1-3207609,150,NA
CM001158.1-1548378,150,NA
CM001158.1-8319842,150,NA
CM001158.1-4111773,150,651137
CM001158.1-7865809,150,NA
CM001158.1-1230642,150,651137
