Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NC_012804.1-9134392,150,0.0166667,NA,1,28890,1,0.5
NC_012804.1-4409395,150,0.0333333,NA,2,201174,1,0.666667
NC_012804.1-12081088,150,0.766667,28890,91,976,1,0.98913
NC_012804.1-9249793,150,0.025,NA,1,201174,1,0.5
NC_012804.1-6456600,150,2.3,28890,276,NA,0,1
NC_012804.1-8167164,150,0.883333,28890,106,NA,0,1
NC_012804.1-3638257,150,0.00833333,NA,1,NA,0,1
NC_012804.1-6194676,150,1.71667,28890,206,NA,0,1
NC_012804.1-3491474,150,0.075,NA,4,1752740,2,0.666667
NC_012804.1-13464809,150,1.30833,28890,156,1752737,1,0.993631
NC_012804.1-9349386,150,0.0666667,NA,5,1224,2,0.714286
NC_012804.1-9457477,150,0.0333333,NA,2,201174,2,0.5
NC_012804.1-2239321,150,0.266667,28890,29,201174,2,0.935484
NC_012804.1-1016889,150,0.816667,28890,97,201174,1,0.989796
NC_012804.1-6794103,150,0.00833333,NA,1,NA,0,1
NC_012804.1-482014,150,0.0666667,NA,4,201174,3,0.571429
NC_012804.1-3721335,150,0.216667,28890,23,1224,3,0.884615
NC_012804.1-5503495,150,1.79167,28890,215,NA,0,1
NC_012804.1-13301022,150,1.95833,28890,234,1224,1,0.995745
NC_012804.1-12153232,150,0.191667,28890,23,NA,0,1
NC_012804.1-13224460,150,1.49167,28890,178,1239,1,0.994413
NC_012804.1-5718458,150,0.533333,28890,64,NA,0,1
NC_012804.1-4509311,150,0.533333,28890,58,1224,3,0.95082
NC_012804.1-4226410,150,0.00833333,NA,1,NA,0,1
NC_012804.1-13442759,150,0.0833333,NA,4,28890,3,0.571429
NC_012804.1-6611889,150,0.691667,28890,74,1224,4,0.948718
NC_012804.1-7229992,150,1.05,28890,121,201174,3,0.975806
NC_012804.1-11258545,150,0.225,28890,23,1224,2,0.92
NC_012804.1-6120716,150,0.491667,28890,55,1239,2,0.964912
NC_012804.1-1192093,150,0.216667,28890,23,1239,1,0.958333
NC_012804.1-7428448,150,0.316667,28890,38,NA,0,1
NC_012804.1-10367089,150,0.65,28890,75,1224,2,0.974026
NC_012804.1-7064413,150,0.225,28890,26,1239,1,0.962963
NC_012804.1-5329044,150,0.275,28890,26,1224,3,0.896552
NC_012804.1-9691958,150,0.1,28890,12,NA,0,1
NC_012804.1-10958263,150,1.64167,28890,194,200940,1,0.994872
