Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
LFEZ01000013.1-172392,150,0.116667,651137,9,1224,2,0.818182
LFEZ01000023.1-611475,150,0.391667,651137,44,976,1,0.977778
LFEZ01000004.1-321088,150,0.8,651137,95,1224,1,0.989583
LFEZ01000012.1-71793,150,0.841667,651137,98,28890,2,0.98
LFEZ01000021.1-108600,150,0.508333,651137,44,1239,7,0.862745
LFEZ01000017.1-609164,150,0.225,651137,25,1224,1,0.961538
LFEZ01000003.1-15008,150,0.0666667,NA,3,1239,2,0.6
LFEZ01000022.1-4676,150,0.191667,651137,21,1239,2,0.913043
LFEZ01000019.1-511124,150,0.133333,651137,10,1239,3,0.769231
LFEZ01000001.1-382809,150,0.133333,651137,13,28890,1,0.928571
LFEZ01000012.1-171386,150,0.441667,651137,48,28890,2,0.96
LFEZ01000011.1-49477,150,0.241667,651137,24,976,2,0.923077
LFEZ01000011.1-236569,150,1.19167,651137,129,1239,5,0.962687
LFEZ01000006.1-43702,150,0.441667,651137,53,NA,0,1
LFEZ01000019.1-124103,150,0.533333,651137,64,NA,0,1
LFEZ01000011.1-19714,150,0.0166667,NA,2,NA,0,1
LFEZ01000008.1-138379,150,0.025,NA,1,1224,1,0.5
LFEZ01000024.1-105495,150,1.24167,651137,133,1224,8,0.943262
LFEZ01000001.1-219022,150,0.291667,651137,30,1239,3,0.909091
LFEZ01000004.1-393232,150,0.166667,NA,11,1239,7,0.611111
LFEZ01000001.1-142460,150,0.133333,651137,10,1239,2,0.833333
LFEZ01000023.1-174458,150,0.158333,NA,6,976,4,0.6
LFEZ01000001.1-389908,150,0.241667,651137,25,1239,3,0.892857
LFEZ01000017.1-418675,150,0.55,651137,61,1239,2,0.968254
LFEZ01000001.1-360759,150,0.25,651137,28,28890,2,0.933333
LFEZ01000020.1-103889,150,0.291667,NA,22,28890,10,0.6875
LFEZ01000019.1-559992,150,0.216667,651137,18,976,4,0.818182
LFEZ01000006.1-284545,150,0.116667,651137,11,1239,3,0.785714
LFEZ01000023.1-576716,150,0.0916667,651137,8,28890,1,0.888889
LFEZ01000003.1-292095,150,0.216667,651137,21,1239,2,0.913043
LFEZ01000018.1-68448,150,0.566667,651137,62,976,2,0.96875
LFEZ01000008.1-91089,150,0.0583333,NA,5,1239,2,0.714286
LFEZ01000019.1-394413,150,0.358333,651137,39,1239,2,0.95122
LFEZ01000025.1-489044,150,0.0583333,NA,2,28890,1,0.666667
LFEZ01000010.1-17958,150,0.775,651137,92,976,1,0.989247
LFEZ01000007.1-336263,150,0.0833333,651137,8,1224,1,0.888889
LFEZ01000010.1-44039,150,0.483333,651137,46,1239,4,0.92
LFEZ01000002.1-415280,150,0.133333,651137,15,976,1,0.9375
LFEZ01000007.1-240406,150,0.333333,651137,35,976,2,0.945946
LFEZ01000024.1-104179,150,0.0416667,NA,4,1224,1,0.8
LFEZ01000012.1-205675,150,0.05,NA,3,28890,1,0.75
LFEZ01000019.1-52291,150,0.308333,NA,21,1239,11,0.65625
LFEZ01000019.1-203524,150,0.258333,651137,26,1239,4,0.866667
LFEZ01000008.1-208384,150,0.133333,651137,12,1224,2,0.857143
LFEZ01000019.1-196426,150,0.05,NA,2,976,1,0.666667
LFEZ01000025.1-168364,150,0.833333,651137,99,976,1,0.99
LFEZ01000022.1-147657,150,0.625,651137,74,976,1,0.986667
LFEZ01000001.1-241390,150,0.15,651137,9,1239,3,0.75
LFEZ01000017.1-678014,150,0.25,NA,9,1239,6,0.6
LFEZ01000019.1-642176,150,0.45,651137,52,1224,1,0.981132
LFEZ01000008.1-4971,150,0.108333,NA,5,651137,3,0.625
LFEZ01000004.1-274022,150,0.141667,NA,11,1239,4,0.733333
LFEZ01000013.1-6149,150,0.258333,651137,28,1117,1,0.965517
LFEZ01000001.1-283490,150,0.108333,NA,4,28890,3,0.571429
LFEZ01000007.1-226482,150,0.716667,651137,84,28890,1,0.988235
LFEZ01000003.1-355326,150,0.141667,651137,11,1224,3,0.785714
LFEZ01000002.1-398403,150,0.883333,651137,97,1239,8,0.92381
LFEZ01000005.1-71484,150,0.183333,651137,17,1224,3,0.85
LFEZ01000017.1-706455,150,0.691667,651137,73,1239,5,0.935897
LFEZ01000019.1-511050,150,0.233333,NA,12,976,5,0.705882
LFEZ01000019.1-334837,150,0.241667,651137,25,976,3,0.892857
