Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_CP017480.1-70200,150,2.75833,1224,331,NA,0,1
NZ_CP017480.1-11306421,150,2.41667,1224,290,NA,0,1
NZ_CP017480.1-30214088,150,2.96667,1224,351,201174,4,0.988732
NZ_CP017480.1-27382793,150,2.825,1224,339,NA,0,1
NZ_CP017480.1-24589600,150,2.95,1224,354,NA,0,1
NZ_CP017480.1-8361147,150,2.88333,1224,346,NA,0,1
NZ_CP017480.1-21771257,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-24327676,150,2.94167,1224,353,NA,0,1
NZ_CP017480.1-612473,150,2.925,1224,351,NA,0,1
NZ_CP017480.1-8545094,150,2.8,1224,335,1239,1,0.997024
NZ_CP017480.1-14680983,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-13393648,150,2.95833,1224,355,NA,0,1
NZ_CP017480.1-20372321,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-202314,150,2.43333,1224,291,201174,1,0.996575
NZ_CP017480.1-4380464,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-18615014,150,2.73333,1224,324,201174,3,0.990826
NZ_CP017480.1-21854335,150,2.7,1224,321,201174,3,0.990741
NZ_CP017480.1-1061446,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-3033116,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-30286232,150,2.525,1224,301,508458,1,0.996689
NZ_CP017480.1-31357460,150,2.06667,1224,242,201174,6,0.975806
NZ_CP017480.1-12222052,150,2.63333,1224,316,NA,0,1
NZ_CP017480.1-9164223,150,2.48333,1224,295,201174,3,0.989933
NZ_CP017480.1-1907078,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-31575759,150,2.73333,1224,325,201174,3,0.990854
NZ_CP017480.1-14700667,150,2.65,1224,316,203682,1,0.996845
NZ_CP017480.1-25362992,150,2.95833,1224,355,NA,0,1
NZ_CP017480.1-14677153,150,2.90833,1224,349,NA,0,1
NZ_CP017480.1-7269325,150,2.53333,1224,297,201174,6,0.980198
NZ_CP017480.1-19325093,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-8618523,150,2.93333,1224,349,1239,1,0.997143
NZ_CP017480.1-28500089,150,2.95833,1224,354,201174,1,0.997183
NZ_CP017480.1-1418934,150,2.83333,1224,340,NA,0,1
NZ_CP017480.1-5292834,150,2.11667,1224,254,NA,0,1
NZ_CP017480.1-11313329,150,2.925,1224,351,NA,0,1
NZ_CP017480.1-17996006,150,2.96667,1224,355,201174,1,0.997191
NZ_CP017480.1-7795432,150,2.79167,1224,334,201174,1,0.997015
NZ_CP017480.1-18257719,150,2.41667,1224,283,201174,5,0.982639
NZ_CP017480.1-17354774,150,2.58333,1224,309,1239,1,0.996774
NZ_CP017480.1-23635179,150,2.85833,1224,342,201174,1,0.997085
NZ_CP017480.1-7032082,150,2.86667,1224,344,NA,0,1
NZ_CP017480.1-13669605,150,2.89167,1224,347,NA,0,1
NZ_CP017480.1-9986872,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-28617384,150,2.8,1224,332,201174,4,0.988095
NZ_CP017480.1-24999426,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-22213889,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-22179499,150,2.99167,1224,359,NA,0,1
NZ_CP017480.1-31456390,150,2.93333,1224,349,201174,3,0.991477
NZ_CP017480.1-26369014,150,2.84167,1224,339,201174,2,0.994135
NZ_CP017480.1-25445176,150,2.825,1224,334,201174,5,0.985251
NZ_CP017480.1-7730859,150,2.95,1224,354,NA,0,1
NZ_CP017480.1-30167022,150,2.925,1224,351,NA,0,1
NZ_CP017480.1-6539494,150,2.15833,1224,258,201174,1,0.996139
NZ_CP017480.1-5793372,150,2.85833,1224,342,28890,1,0.997085
NZ_CP017480.1-11341281,150,2.80833,1224,335,201174,2,0.994065
NZ_CP017480.1-30646326,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-19387972,150,2.75833,1224,330,201174,1,0.996979
NZ_CP017480.1-11720828,150,2.61667,1224,314,NA,0,1
NZ_CP017480.1-26397455,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-25314050,150,2.575,1224,309,NA,0,1
NZ_CP017480.1-16635524,150,2.325,1224,276,1297,2,0.992806
NZ_CP017480.1-10699519,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-838437,150,2.975,1224,356,201174,1,0.997199
NZ_CP017480.1-13449774,150,2.90833,1224,349,NA,0,1
NZ_CP017480.1-31455478,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-24015716,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-22826873,150,2.4,1224,288,NA,0,1
NZ_CP017480.1-15311334,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-15508505,150,2.86667,1224,344,NA,0,1
NZ_CP017480.1-18601349,150,2.93333,1224,351,201174,1,0.997159
NZ_CP017480.1-24843256,150,2.85833,1224,340,201174,3,0.991254
NZ_CP017480.1-10456074,150,2.425,1224,291,NA,0,1
NZ_CP017480.1-29574435,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-11049067,150,2.81667,1224,337,201174,1,0.997041
NZ_CP017480.1-11160992,150,2.925,1224,351,NA,0,1
NZ_CP017480.1-22743663,150,2.89167,1224,347,NA,0,1
NZ_CP017480.1-454709,150,2.84167,1224,339,203682,1,0.997059
NZ_CP017480.1-10377580,150,2.43333,1224,287,201174,4,0.986254
NZ_CP017480.1-4884712,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-4645813,150,2.89167,1224,347,NA,0,1
NZ_CP017480.1-5899950,150,2.39167,1224,287,NA,0,1
NZ_CP017480.1-7562699,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-23778419,150,2.775,1224,332,1239,1,0.996997
NZ_CP017480.1-28262150,150,2.06667,1224,240,201174,6,0.97561
NZ_CP017480.1-4493017,150,2.95833,1224,355,NA,0,1
NZ_CP017480.1-12142653,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-11184797,150,2.11667,1224,248,976,3,0.988048
NZ_CP017480.1-28771735,150,2.83333,1224,339,201174,1,0.997059
NZ_CP017480.1-6336368,150,2.45,1224,294,NA,0,1
NZ_CP017480.1-30917775,150,2.79167,1224,330,28890,2,0.993976
NZ_CP017480.1-17606219,150,2.71667,1224,325,201174,1,0.996933
NZ_CP017480.1-23039166,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-3552823,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-14694246,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-26685453,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-9790557,150,2.775,1224,329,201174,4,0.987988
NZ_CP017480.1-12547400,150,2.34167,1224,281,NA,0,1
NZ_CP017480.1-18994539,150,2.95,1224,352,1239,1,0.997167
NZ_CP017480.1-13802131,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-22121747,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-15314967,150,2.51667,1224,298,201174,3,0.990033
NZ_CP017480.1-25517153,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-29143859,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-23157291,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-26369811,150,2.88333,1224,345,74201,1,0.99711
NZ_CP017480.1-27849475,150,2.91667,1224,350,NA,0,1
NZ_CP017480.1-27886867,150,2.9,1224,348,NA,0,1
NZ_CP017480.1-28777766,150,2.875,1224,345,NA,0,1
NZ_CP017480.1-29498419,150,2.75,1224,325,201174,5,0.984848
NZ_CP017480.1-20842658,150,2.85833,1224,342,201174,1,0.997085
NZ_CP017480.1-28944622,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-27660159,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-20022794,150,2.41667,1224,288,201174,2,0.993103
NZ_CP017480.1-17613036,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-26575805,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-22556325,150,2.88333,1224,346,NA,0,1
NZ_CP017480.1-1325775,150,2.925,1224,350,201174,1,0.997151
NZ_CP017480.1-23586487,150,2.78333,1224,332,142182,2,0.994012
NZ_CP017480.1-15994411,150,2.91667,1224,349,201174,1,0.997143
NZ_CP017480.1-9404496,150,2.975,1224,356,201174,1,0.997199
NZ_CP017480.1-19960469,150,2.89167,1224,347,NA,0,1
NZ_CP017480.1-2339300,150,2.76667,1224,329,1117,1,0.99697
NZ_CP017480.1-7475921,150,2.3,1224,276,NA,0,1
NZ_CP017480.1-24368471,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-9688796,150,2.16667,1224,249,201174,11,0.957692
NZ_CP017480.1-15455333,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-18670390,150,2.425,1224,285,201174,4,0.986159
NZ_CP017480.1-19199760,150,2.98333,1224,357,28890,1,0.997207
NZ_CP017480.1-5297473,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-12720376,150,2.425,1224,291,NA,0,1
NZ_CP017480.1-30721668,150,2.95833,1224,355,NA,0,1
NZ_CP017480.1-24932889,150,2.975,1224,357,NA,0,1
NZ_CP017480.1-3050952,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-26639210,150,2.8,1224,335,57723,1,0.997024
NZ_CP017480.1-30523161,150,2.98333,1224,358,NA,0,1
NZ_CP017480.1-2499128,150,2.45833,1224,292,201174,3,0.989831
NZ_CP017480.1-21021658,150,2.61667,1224,313,201174,1,0.996815
NZ_CP017480.1-3649660,150,2.76667,1224,332,NA,0,1
NZ_CP017480.1-11493187,150,2.94167,1224,353,NA,0,1
NZ_CP017480.1-14252720,150,2.85,1224,342,NA,0,1
NZ_CP017480.1-10813145,150,2.96667,1224,356,NA,0,1
NZ_CP017480.1-31151012,150,2.83333,1224,337,201174,2,0.9941
NZ_CP017480.1-12345316,150,3,1224,359,201174,1,0.997222
NZ_CP017480.1-8681887,150,2.85833,1224,343,NA,0,1
NZ_CP017480.1-16454741,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-28916135,150,2.96667,1224,355,1239,1,0.997191
NZ_CP017480.1-7086639,150,2.83333,1224,335,201174,5,0.985294
NZ_CP017480.1-17417123,150,2.93333,1224,352,NA,0,1
NZ_CP017480.1-26046659,150,2.425,1224,291,NA,0,1
NZ_CP017480.1-1952300,150,2.89167,1224,345,201174,2,0.994236
NZ_CP017480.1-9345070,150,2.80833,1224,335,1117,1,0.997024
NZ_CP017480.1-31408836,150,2.925,1224,350,201174,1,0.997151
NZ_CP017480.1-31264766,150,2.85833,1224,343,NA,0,1
NZ_CP017480.1-31696037,150,2.85833,1224,342,201174,1,0.997085
NZ_CP017480.1-5900187,150,2.825,1224,334,201174,4,0.988166
NZ_CP017480.1-9988457,150,2.91667,1224,348,28890,1,0.997135
NZ_CP017480.1-3388838,150,2.86667,1224,341,201174,3,0.991279
NZ_CP017480.1-18343619,150,2.96667,1224,356,NA,0,1
