Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
LCQK01000002.1-1260392,150,2.01667,1752739,235,1239,2,0.991561
LCQK01000004.1-203475,150,2.98333,1752739,357,1239,1,0.997207
LCQK01000001.1-1605088,150,2.94167,1752739,353,NA,0,1
LCQK01000002.1-1375793,150,1.625,1752739,127,1224,19,0.869863
LCQK01000003.1-86600,150,2.975,1752739,357,NA,0,1
LCQK01000002.1-293164,150,2.96667,1752739,355,201174,1,0.997191
LCQK01000001.1-1697008,150,0.075,NA,3,976,3,0.5
LCQK01000004.1-242676,150,2.425,1752739,289,976,1,0.996552
LCQK01000003.1-811124,150,2.70833,1752739,318,1752735,3,0.990654
LCQK01000001.1-2988809,150,2.825,1752739,339,NA,0,1
LCQK01000002.1-1475386,150,0.0416667,NA,3,1239,1,0.75
LCQK01000002.1-1583477,150,2.93333,1752739,351,201174,1,0.997159
LCQK01000002.1-1770569,150,2.98333,1752739,357,201174,1,0.997207
LCQK01000001.1-541702,150,0.075,NA,4,1224,4,0.5
LCQK01000003.1-424103,150,2.975,1752739,357,NA,0,1
LCQK01000002.1-1553714,150,2.95833,1752739,355,NA,0,1
LCQK01000002.1-2540379,150,2.975,1752739,357,NA,0,1
LCQK01000005.1-143495,150,2.96667,1752739,356,NA,0,1
LCQK01000001.1-2825022,150,0.0916667,NA,5,1224,4,0.555556
LCQK01000001.1-1677232,150,2.525,1752739,303,NA,0,1
LCQK01000001.1-2748460,150,2.96667,1752739,354,1224,2,0.994382
LCQK01000005.1-358458,150,3,1752739,360,NA,0,1
LCQK01000001.1-2995908,150,2.96667,1752739,356,NA,0,1
LCQK01000002.1-102675,150,2.775,1752739,332,1752731,1,0.996997
LCQK01000001.1-2966759,150,2.90833,1752739,349,NA,0,1
LCQK01000003.1-241889,150,0.0416667,NA,2,1224,2,0.5
LCQK01000003.1-859992,150,2.98333,1752739,358,NA,0,1
LCQK01000001.1-782545,150,2.39167,1752739,273,1224,7,0.975
LCQK01000004.1-168716,150,2.975,1752739,356,976,1,0.997199
LCQK01000001.1-1974095,150,2.93333,1752739,352,NA,0,1
LCQK01000003.1-1058448,150,2.975,1752739,356,1239,1,0.997199
LCQK01000002.1-2493089,150,0.0166667,NA,1,1239,1,0.5
LCQK01000003.1-694413,150,2.69167,1752739,321,201174,1,0.996894
LCQK01000006.1-323044,150,2.99167,1752739,359,NA,0,1
LCQK01000002.1-1817958,150,2.95,1752739,354,NA,0,1
LCQK01000001.1-482263,150,2.84167,1752739,339,1224,1,0.997059
LCQK01000002.1-1844039,150,2.93333,1752739,352,NA,0,1
LCQK01000001.1-2547280,150,2.98333,1752739,358,NA,0,1
LCQK01000001.1-386406,150,2.86667,1752739,344,NA,0,1
LCQK01000005.1-142179,150,2.975,1752739,357,NA,0,1
LCQK01000002.1-1509675,150,2.98333,1752739,358,NA,0,1
LCQK01000003.1-352291,150,0.0333333,NA,2,1293497,1,0.666667
LCQK01000003.1-503524,150,2.96667,1752739,354,1224,1,0.997183
LCQK01000001.1-8384,150,2.75833,1752739,315,1224,8,0.975232
LCQK01000003.1-496426,150,2.925,1752739,351,NA,0,1
LCQK01000006.1-2364,150,2.975,1752739,356,1224,1,0.997199
LCQK01000004.1-385657,150,2.95833,1752739,352,201174,1,0.997167
LCQK01000001.1-2847390,150,2.94167,1752739,353,NA,0,1
LCQK01000002.1-362014,150,2.61667,1752739,314,NA,0,1
LCQK01000003.1-942176,150,2.95833,1752739,355,NA,0,1
LCQK01000002.1-2406971,150,2.83333,1752739,339,28890,1,0.997059
LCQK01000001.1-1558022,150,0.075,NA,4,1817923,3,0.571429
LCQK01000002.1-1094149,150,2.43333,1752739,292,NA,0,1
LCQK01000001.1-2889490,150,2.08333,1752739,245,1224,3,0.987903
LCQK01000001.1-372482,150,2.625,1752739,315,NA,0,1
LCQK01000001.1-2037326,150,2.94167,1752739,353,NA,0,1
LCQK01000001.1-2530403,150,0.0166667,NA,1,1239,1,0.5
LCQK01000001.1-961484,150,2.31667,1752739,276,976,1,0.99639
LCQK01000002.1-390455,150,2.975,1752739,357,NA,0,1
LCQK01000003.1-811050,150,2.54167,1752739,303,1817916,2,0.993443
LCQK01000003.1-634837,150,0.0833333,1224,6,65842,1,0.857143
LCQK01000006.1-113702,150,2.7,1752739,324,NA,0,1
LCQK01000001.1-2576758,150,2.98333,1752739,358,NA,0,1
LCQK01000001.1-2815729,150,2.925,1752739,351,NA,0,1
LCQK01000001.1-2846478,150,0.0166667,NA,1,1224,1,0.5
LCQK01000005.1-522716,150,2.43333,1752739,292,NA,0,1
LCQK01000010.1-49175,150,2.96667,1752739,356,NA,0,1
LCQK01000003.1-406961,150,2.99167,1752739,359,NA,0,1
LCQK01000002.1-1197595,150,2.275,1752739,266,1224,4,0.985185
LCQK01000003.1-621023,150,2.95,1752739,354,NA,0,1
LCQK01000003.1-340256,150,2.375,1752739,285,NA,0,1
