Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
BBBA01000004.1-433392,150,0.0166667,NA,2,NA,0,1
BBBA01000014.1-138395,150,0.0166667,NA,2,NA,0,1
BBBA01000001.1-243088,150,0.0166667,NA,2,NA,0,1
BBBA01000004.1-548793,150,0,NA,0,NA,0,0
BBBA01000008.1-102600,150,0.025,NA,2,1224,1,0.666667
BBBA01000005.1-180164,150,0.0166667,NA,1,1752724,1,0.5
BBBA01000017.1-72257,150,0.025,NA,2,1239,1,0.666667
BBBA01000009.1-335676,150,0.05,NA,4,1224,2,0.666667
BBBA01000018.1-125474,150,0.0166667,NA,2,NA,0,1
BBBA01000050.1-14799,150,0.116667,28889,14,NA,0,1
BBBA01000060.1-3045,150,0.00833333,NA,1,NA,0,1
BBBA01000004.1-756477,150,0.075,28889,7,1239,1,0.875
BBBA01000025.1-36321,150,0.0333333,NA,2,1239,2,0.5
BBBA01000035.1-57889,150,0.0333333,NA,1,1239,1,0.5
BBBA01000008.1-440103,150,0.025,NA,2,544448,1,0.666667
BBBA01000040.1-5014,150,0,NA,0,NA,0,0
BBBA01000017.1-155335,150,0.0166667,NA,2,NA,0,1
BBBA01000010.1-39495,150,0,NA,0,NA,0,0
BBBA01000001.1-1463022,150,0.00833333,NA,1,NA,0,1
BBBA01000001.1-315232,150,0.95,28889,114,NA,0,1
BBBA01000001.1-1386460,150,0.025,NA,3,NA,0,1
BBBA01000010.1-254458,150,0.00833333,NA,1,NA,0,1
BBBA01000014.1-238311,150,0.0333333,NA,2,200930,1,0.666667
BBBA01000015.1-194410,150,0.15,NA,8,201174,4,0.666667
BBBA01000001.1-1604759,150,0.158333,28889,18,976,1,0.947368
BBBA01000065.1-30215,150,0,NA,0,NA,0,0
BBBA01000007.1-346992,150,0.233333,28889,27,1239,1,0.964286
BBBA01000002.1-720545,150,0.0416667,NA,2,1239,1,0.666667
BBBA01000009.1-261716,150,0.00833333,NA,1,NA,0,1
BBBA01000033.1-28093,150,0.0333333,NA,2,1239,1,0.666667
BBBA01000006.1-14448,150,0.00833333,NA,1,NA,0,1
BBBA01000003.1-789089,150,0.0416667,NA,2,976,1,0.666667
BBBA01000049.1-12637,150,0.0333333,NA,2,1239,1,0.666667
BBBA01000011.1-209044,150,0.0166667,NA,1,1224,1,0.5
BBBA01000003.1-113958,150,0.025,NA,2,1224,1,0.666667
BBBA01000048.1-17006,150,0,NA,0,NA,0,0
BBBA01000003.1-140039,150,0.258333,28889,27,1224,2,0.931034
BBBA01000045.1-57719,150,0.00833333,NA,1,NA,0,1
BBBA01000058.1-6774,150,0.166667,NA,6,28889,5,0.545455
BBBA01000010.1-38179,150,0.025,NA,2,1224,1,0.666667
BBBA01000004.1-682675,150,0.00833333,NA,1,NA,0,1
BBBA01000019.1-122407,150,0.0166667,NA,1,201174,1,0.5
BBBA01000008.1-519524,150,0.0833333,NA,6,201174,4,0.6
BBBA01000003.1-906384,150,0.0333333,NA,4,NA,0,1
BBBA01000008.1-512426,150,0.0833333,NA,4,1239,2,0.666667
BBBA01000015.1-48889,150,0.0333333,NA,2,203691,1,0.666667
BBBA01000015.1-14499,150,0.0416667,NA,3,651137,1,0.75
BBBA01000001.1-1485390,150,0.025,NA,2,976,1,0.666667
BBBA01000005.1-249014,150,0.00833333,NA,1,NA,0,1
BBBA01000007.1-429176,150,0.05,NA,6,NA,0,1
BBBA01000003.1-702971,150,0.00833333,NA,1,NA,0,1
BBBA01000001.1-196022,150,0.0416667,NA,3,1239,1,0.75
BBBA01000017.1-99200,150,0.0416667,NA,2,203691,1,0.666667
BBBA01000015.1-178221,150,0.0166667,NA,1,1239,1,0.5
BBBA01000002.1-310482,150,0.0416667,NA,5,NA,0,1
