Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_CP011097.1-6299392,150,0.0333333,NA,2,1224,1,0.666667
NZ_CP011097.1-1574395,150,0.0333333,NA,2,976,1,0.666667
NZ_CP011097.1-9246088,150,0.175,NA,9,201174,6,0.6
NZ_CP011097.1-6414793,150,0.00833333,NA,1,NA,0,1
NZ_CP011097.1-3621600,150,0.4,651137,45,28890,3,0.9375
NZ_CP011097.1-5332164,150,0.0166667,NA,1,651137,1,0.5
NZ_CP011097.1-803257,150,0.0166667,NA,1,1224,1,0.5
NZ_CP011097.1-3359676,150,0.0666667,651137,7,1224,1,0.875
NZ_CP011097.1-656474,150,0.0916667,1224,7,1239,2,0.777778
NZ_CP011097.1-10629809,150,0,NA,0,NA,0,0
NZ_CP011097.1-6514386,150,0.0166667,NA,2,NA,0,1
NZ_CP011097.1-6622477,150,0,NA,0,NA,0,0
NZ_CP011097.1-6809569,150,0.0166667,NA,1,201174,1,0.5
NZ_CP011097.1-8182702,150,0.0166667,NA,1,1239,1,0.5
NZ_CP011097.1-3959103,150,0.00833333,NA,1,NA,0,1
NZ_CP011097.1-6592714,150,0.166667,651137,19,1239,1,0.95
NZ_CP011097.1-886335,150,0.0333333,NA,2,203691,1,0.666667
NZ_CP011097.1-2668495,150,0.141667,651137,11,1224,3,0.785714
NZ_CP011097.1-10466022,150,0.00833333,NA,1,NA,0,1
NZ_CP011097.1-9318232,150,0.0166667,NA,1,1224,1,0.5
NZ_CP011097.1-10389460,150,0.4,651137,42,1239,3,0.933333
NZ_CP011097.1-2883458,150,0.0916667,651137,11,NA,0,1
NZ_CP011097.1-1674311,150,0.0333333,NA,2,1224,2,0.5
NZ_CP011097.1-1391410,150,0.075,1224,6,1239,2,0.75
NZ_CP011097.1-10607759,150,0.0666667,651137,6,201174,1,0.857143
NZ_CP011097.1-3776889,150,0,NA,0,NA,0,0
NZ_CP011097.1-4394992,150,0.0416667,NA,4,1798710,1,0.8
NZ_CP011097.1-8423545,150,0.025,NA,1,1239,1,0.5
NZ_CP011097.1-3285716,150,0.0166667,NA,1,201174,1,0.5
NZ_CP011097.1-9615095,150,0.00833333,NA,1,NA,0,1
NZ_CP011097.1-4593448,150,0.0833333,651137,9,1224,1,0.9
NZ_CP011097.1-7532089,150,0.0583333,NA,5,1224,1,0.833333
NZ_CP011097.1-4229413,150,0.0666667,NA,3,1239,2,0.6
NZ_CP011097.1-2494044,150,0,NA,0,NA,0,0
NZ_CP011097.1-6856958,150,0,NA,0,NA,0,0
NZ_CP011097.1-8123263,150,0,NA,0,NA,0,0
NZ_CP011097.1-6883039,150,0.0583333,NA,4,976,1,0.8
NZ_CP011097.1-1370448,150,0.0666667,651137,6,976,1,0.857143
NZ_CP011097.1-8027406,150,0.025,NA,2,1117,1,0.666667
NZ_CP011097.1-2667179,150,0.308333,651137,35,1224,1,0.972222
NZ_CP011097.1-6548675,150,0.0166667,NA,2,NA,0,1
NZ_CP011097.1-461407,150,0.108333,651137,10,1239,3,0.769231
NZ_CP011097.1-4038524,150,0.0166667,NA,2,NA,0,1
NZ_CP011097.1-7649384,150,0.0166667,NA,2,NA,0,1
NZ_CP011097.1-4031426,150,0.075,651137,7,28890,1,0.875
NZ_CP011097.1-1245889,150,0.0333333,NA,3,976,1,0.75
NZ_CP011097.1-1211499,150,0.00833333,NA,1,NA,0,1
NZ_CP011097.1-10488390,150,0.025,NA,2,201174,1,0.666667
NZ_CP011097.1-5401014,150,0.125,651137,10,28890,3,0.769231
NZ_CP011097.1-4477176,150,0.0416667,NA,2,976,1,0.666667
NZ_CP011097.1-7445971,150,0.0333333,NA,2,651137,2,0.5
NZ_CP011097.1-9199022,150,0.0166667,NA,1,976,1,0.5
NZ_CP011097.1-830200,150,0.116667,651137,11,1117,2,0.846154
NZ_CP011097.1-1375221,150,0.0166667,NA,1,1224,1,0.5
NZ_CP011097.1-8013482,150,0.0166667,NA,2,NA,0,1
NZ_CP011097.1-9678326,150,0.0416667,NA,3,651137,1,0.75
NZ_CP011097.1-10171403,150,0.216667,651137,26,NA,0,1
NZ_CP011097.1-1406325,150,0.908333,651137,97,1239,5,0.95098
NZ_CP011097.1-5429455,150,0.0166667,NA,1,976,1,0.5
NZ_CP011097.1-4346050,150,0.0166667,NA,1,1239,1,0.5
NZ_CP011097.1-4169837,150,0.0333333,NA,3,1224,1,0.75
NZ_CP011097.1-2284702,150,0.0666667,651137,6,976,1,0.857143
NZ_CP011097.1-683557,150,0.0166667,NA,1,651137,1,0.5
NZ_CP011097.1-10456729,150,0.075,NA,5,1224,2,0.714286
NZ_CP011097.1-10487478,150,0.025,NA,1,201174,1,0.5
NZ_CP011097.1-3047716,150,0.025,NA,2,976,1,0.666667
NZ_CP011097.1-1858873,150,0,NA,0,NA,0,0
NZ_CP011097.1-3941961,150,1.41667,651137,161,28889,6,0.964072
NZ_CP011097.1-6236595,150,0.0416667,NA,2,976,1,0.666667
NZ_CP011097.1-4156023,150,0.0166667,NA,1,1224,1,0.5
NZ_CP011097.1-3875256,150,0.0416667,NA,4,1239,1,0.8
NZ_CP011097.1-5774113,150,0.025,NA,1,200795,1,0.5
NZ_CP011097.1-8606435,150,0.05,NA,2,976,1,0.666667
