Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
NZ_AMPO01000002.1-1272392,150,0.0333333,NA,2,28890,1,0.666667
NZ_AMPO01000005.1-1221395,150,0.183333,28890,19,1117,1,0.95
NZ_AMPO01000001.1-2245088,150,0.141667,NA,7,1224,6,0.538462
NZ_AMPO01000002.1-1387793,150,0.25,28890,29,1224,1,0.966667
NZ_AMPO01000003.1-395600,150,0.133333,NA,7,1224,6,0.538462
NZ_AMPO01000002.1-305164,150,0.0916667,NA,4,28890,3,0.571429
NZ_AMPO01000005.1-450257,150,0.05,NA,3,1239,1,0.75
NZ_AMPO01000003.1-133676,150,0.0916667,28890,8,1662329,1,0.888889
NZ_AMPO01000005.1-303474,150,0.1,NA,5,1224,2,0.714286
NZ_AMPO01000009.1-412799,150,0.375,28890,45,NA,0,1
NZ_AMPO01000013.1-118983,150,0.1,NA,5,976,4,0.555556
NZ_AMPO01000002.1-1595477,150,0.625,28890,73,1239,2,0.973333
NZ_AMPO01000006.1-75321,150,0.116667,28890,11,1224,2,0.846154
NZ_AMPO01000008.1-771889,150,0.0333333,NA,3,1239,1,0.75
NZ_AMPO01000003.1-733103,150,0.00833333,NA,1,NA,0,1
NZ_AMPO01000008.1-237014,150,0.108333,1239,6,976,2,0.75
NZ_AMPO01000005.1-533335,150,0.258333,28890,30,1239,1,0.967742
NZ_AMPO01000012.1-428038,150,0.125,28890,11,1224,3,0.785714
NZ_AMPO01000001.1-3465022,150,0.208333,28890,17,1239,3,0.85
NZ_AMPO01000001.1-2317232,150,0.00833333,NA,1,NA,0,1
NZ_AMPO01000001.1-3388460,150,0.025,NA,2,544448,1,0.666667
NZ_AMPO01000004.1-1127458,150,0.891667,28890,106,422282,1,0.990654
NZ_AMPO01000005.1-1321311,150,0.558333,28890,64,1239,2,0.969697
NZ_AMPO01000005.1-1038410,150,0.0166667,NA,1,201174,1,0.5
NZ_AMPO01000001.1-3606759,150,0.233333,28890,23,1239,2,0.92
