Object_ID, Length, Assignment
NC_018001.1-4725392,150,28889
NC_018001.1-395,150,28889
NC_018001.1-7672088,150,28889
NC_018001.1-4840793,150,28889
NC_018001.1-2047600,150,28889
NC_018001.1-3758164,150,28889
NC_018001.1-7764008,150,28889
NC_018001.1-1785676,150,28889
NC_018001.1-2772124,150,NA
NC_018001.1-9055809,150,28889
NC_018001.1-4940386,150,28889
NC_018001.1-5048477,150,28889
NC_018001.1-5235569,150,NA
NC_018001.1-6608702,150,28889
NC_018001.1-2385103,150,28889
NC_018001.1-5018714,150,28889
NC_018001.1-6005379,150,28889
NC_018001.1-1094495,150,NA
NC_018001.1-8892022,150,28889
NC_018001.1-7744232,150,28889
NC_018001.1-8815460,150,28889
NC_018001.1-1309458,150,28889
NC_018001.1-100311,150,28889
NC_018001.1-3567675,150,28889
NC_018001.1-9033759,150,28889
NC_018001.1-2202889,150,28889
NC_018001.1-2820992,150,28889
NC_018001.1-6849545,150,28889
NC_018001.1-1711716,150,28889
NC_018001.1-8041095,150,28889
NC_018001.1-3019448,150,28889
NC_018001.1-5958089,150,28889
NC_018001.1-2655413,150,NA
NC_018001.1-920044,150,28889
NC_018001.1-5282958,150,28889
NC_018001.1-6549263,150,28889
NC_018001.1-5309039,150,28889
NC_018001.1-8614280,150,28889
NC_018001.1-6453406,150,28889
NC_018001.1-1093179,150,28889
NC_018001.1-4974675,150,28889
NC_018001.1-2313291,150,NA
NC_018001.1-2464524,150,NA
NC_018001.1-6075384,150,28889
NC_018001.1-2457426,150,28889
NC_018001.1-599364,150,28889
NC_018001.1-1928657,150,28889
NC_018001.1-8914390,150,28889
NC_018001.1-3827014,150,28889
NC_018001.1-2903176,150,28889
NC_018001.1-5871971,150,28889
NC_018001.1-7625022,150,28889
NC_018001.1-4559149,150,28889
NC_018001.1-8956490,150,28889
NC_018001.1-6439482,150,28889
NC_018001.1-8104326,150,NA
NC_018001.1-8597403,150,28889
NC_018001.1-7028484,150,28889
NC_018001.1-3855455,150,28889
NC_018001.1-2772050,150,28889
NC_018001.1-2595837,150,28889
NC_018001.1-710702,150,28889
NC_018001.1-8643758,150,28889
NC_018001.1-8882729,150,28889
NC_018001.1-8913478,150,28889
NC_018001.1-1473716,150,28889
NC_018001.1-284873,150,28889
NC_018001.1-2367961,150,28889
NC_018001.1-4662595,150,28889
NC_018001.1-2582023,150,28889
NC_018001.1-2301256,150,28889
NC_018001.1-4200113,150,28889
NC_018001.1-7032435,150,28889
NC_018001.1-894133,150,28889
NC_018001.1-4108712,150,28889
NC_018001.1-201663,150,28889
NC_018001.1-8036242,150,28889
NC_018001.1-7981750,150,28889
NC_018001.1-3671702,150,28889
NC_018001.1-6036708,150,28889
NC_018001.1-5308669,150,28889
NC_018001.1-1253148,150,28889
NC_018001.1-1236419,150,28889
NC_018001.1-5720150,150,28889
NC_018001.1-2745539,150,28889
NC_018001.1-4449979,150,28889
NC_018001.1-1805071,150,28889
NC_018001.1-6229735,150,28889
NC_018001.1-9142276,150,28889
NC_018001.1-8375775,150,28889
NC_018001.1-2180688,150,28889
NC_018001.1-497166,150,28889
NC_018001.1-5356586,150,28889
NC_018001.1-5428881,150,28889
NC_018001.1-4143453,150,NA
NC_018001.1-7685731,150,NA
NC_018001.1-4576887,150,28889
NC_018001.1-8874813,150,28889
NC_018001.1-3941027,150,28889
NC_018001.1-9105878,150,28889
NC_018001.1-8703828,150,28889
NC_018001.1-2975153,150,28889
NC_018001.1-6601859,150,28889
NC_018001.1-615291,150,28889
NC_018001.1-3827811,150,28889
NC_018001.1-5307475,150,28889
NC_018001.1-5344867,150,28889
NC_018001.1-6235766,150,NA
NC_018001.1-6956419,150,NA
NC_018001.1-1052626,150,28889
NC_018001.1-6402622,150,28889
NC_018001.1-5118159,150,28889
NC_018001.1-797219,150,28889
NC_018001.1-1322471,150,28889
NC_018001.1-4033805,150,28889
NC_018001.1-14325,150,28889
NC_018001.1-8561026,150,28889
NC_018001.1-1044487,150,28889
NC_018001.1-7300965,150,28889
NC_018001.1-8993956,150,28889
NC_018001.1-840170,150,28889
NC_018001.1-5576984,150,28889
NC_018001.1-5061700,150,28889
NC_018001.1-1826471,150,28889
NC_018001.1-9046689,150,28889
NC_018001.1-5749012,150,NA
NC_018001.1-7789099,150,28889
NC_018001.1-481948,150,28889
NC_018001.1-5955738,150,28889
NC_018001.1-4691163,150,28889
NC_018001.1-8179668,150,28889
NC_018001.1-2390889,150,NA
NC_018001.1-5037501,150,28889
NC_018001.1-4097210,150,28889
NC_018001.1-7981161,150,28889
NC_018001.1-486042,150,28889
NC_018001.1-5262290,150,28889
NC_018001.1-4918613,150,28889
NC_018001.1-2575391,150,28889
NC_018001.1-7946369,150,28889
NC_018001.1-5336592,150,28889
NC_018001.1-8609012,150,28889
NC_018001.1-7793853,150,28889
NC_018001.1-8753259,150,28889
NC_018001.1-8480436,150,28889
NC_018001.1-6374135,150,28889
NC_018001.1-4489674,150,28889
NC_018001.1-534758,150,28889
NC_018001.1-3504659,150,28889
NC_018001.1-7886544,150,28889
NC_018001.1-7937283,150,28889
NC_018001.1-8866836,150,28889
NC_018001.1-8722766,150,28889
NC_018001.1-9154037,150,NA
NC_018001.1-5309560,150,28889
NC_018001.1-8561138,150,NA
NC_018001.1-3363842,150,28889
NC_018001.1-3109408,150,28889
NC_018001.1-4210029,150,28889
NC_018001.1-3006245,150,28889
NC_018001.1-5883212,150,28889
NC_018001.1-8212566,150,28889
NC_018001.1-8875379,150,28889
NC_018001.1-7542775,150,28889
NC_018001.1-3619521,150,28889
NC_018001.1-1970934,150,28889
NC_018001.1-6317974,150,28889
NC_018001.1-2628530,150,28889
NC_018001.1-2752574,150,NA
NC_018001.1-6990698,150,28889
NC_018001.1-3759736,150,28889
NC_018001.1-7208165,150,NA
NC_018001.1-4278043,150,NA
NC_018001.1-1905959,150,28889
NC_018001.1-1095381,150,NA
NC_018001.1-2749853,150,28889
NC_018001.1-3268021,150,28889
NC_018001.1-8909701,150,28889
NC_018001.1-6730687,150,28889
NC_018001.1-4336455,150,28889
NC_018001.1-396310,150,28889
NC_018001.1-7093023,150,28889
NC_018001.1-2408118,150,28889
NC_018001.1-2957123,150,28889
NC_018001.1-1879665,150,28889
NC_018001.1-2302194,150,28889
NC_018001.1-2513323,150,28889
NC_018001.1-8107856,150,NA
NC_018001.1-3812216,150,28889
NC_018001.1-2781562,150,NA
NC_018001.1-814084,150,28889
NC_018001.1-2097939,150,28889
NC_018001.1-5808934,150,28889
NC_018001.1-1697460,150,28889
NC_018001.1-5365390,150,28889
NC_018001.1-1959911,150,28889
NC_018001.1-3161040,150,NA
NC_018001.1-4191955,150,28889
NC_018001.1-6897229,150,28889
NC_018001.1-3821966,150,NA
NC_018001.1-4764436,150,28889
NC_018001.1-6507343,150,28889
NC_018001.1-5286330,150,28889
NC_018001.1-5286319,150,28889
NC_018001.1-6127995,150,28889
NC_018001.1-388807,150,28889
NC_018001.1-7858514,150,NA
NC_018001.1-3383027,150,28889
NC_018001.1-713589,150,NA
NC_018001.1-3284598,150,NA
NC_018001.1-4845055,150,28889
NC_018001.1-1643303,150,28889
NC_018001.1-3693883,150,28889
NC_018001.1-8415572,150,28889
NC_018001.1-1879859,150,28889
NC_018001.1-6963354,150,28889
NC_018001.1-445834,150,28889
NC_018001.1-8752575,150,28889
NC_018001.1-5703310,150,28889
NC_018001.1-1363517,150,NA
NC_018001.1-4274016,150,28889
NC_018001.1-4951888,150,28889
NC_018001.1-1970061,150,28889
NC_018001.1-8927568,150,28889
NC_018001.1-7271478,150,28889
NC_018001.1-3577989,150,28889
NC_018001.1-6979681,150,28889
NC_018001.1-3761688,150,28889
NC_018001.1-3666974,150,NA
NC_018001.1-1468512,150,28889
NC_018001.1-2706688,150,28889
NC_018001.1-517749,150,NA
NC_018001.1-2369297,150,28889
NC_018001.1-3860280,150,28889
