Object_ID, Length, Assignment
NC_003071.7-2159371,150,NA
NC_003074.8-560263,150,NA
NC_003070.9-2493503,150,NA
NC_003071.7-2274793,150,NA
NC_003074.8-2608785,150,NA
NC_003071.7-1191941,150,NA
NC_003075.7-2266701,150,NA
NC_003074.8-2346698,150,NA
NC_003075.7-2119887,150,NA
NC_003076.8-1947626,150,NA
NC_003076.8-1329593,150,NA
NC_003071.7-2482523,150,NA
NC_003075.7-867460,150,NA
NC_003076.8-3241403,150,NA
NC_003074.8-2946474,150,NA
NC_003076.8-2706248,150,NA
NC_003075.7-2349791,150,NA
NC_003074.8-1655067,150,NA
NC_003070.9-3720194,150,NA
NC_003070.9-2566055,150,NA
NC_003070.9-3643196,150,NA
NC_003074.8-1870171,150,NA
NC_003074.8-660237,150,NA
NC_003074.8-377156,150,NA
NC_003070.9-3862750,150,NA
NC_003076.8-1104664,150,NA
NC_003071.7-254566,150,NA
NC_003070.9-1666351,150,NA
NC_003074.8-2272697,150,NA
NC_003076.8-3416698,150,NA
NC_003071.7-453068,150,NA
NC_003070.9-770044,150,NA
NC_003076.8-2013509,150,NA
NC_003074.8-1480499,150,NA
NC_003070.9-91132,150,NA
NC_003076.8-2086918,150,NA
NC_003070.9-117348,150,NA
NC_003076.8-2348766,150,NA
NC_003076.8-1445376,150,NA
NC_003074.8-1653751,150,NA
NC_003071.7-2408703,150,NA
NC_003075.7-1924776,150,NA
NC_003074.8-3025944,150,NA
NC_003070.9-887964,150,NA
NC_003074.8-3018841,150,NA
NC_003074.8-231524,150,NA
NC_003074.8-197109,150,NA
NC_003070.9-3742688,150,NA
NC_003071.7-1260801,150,NA
NC_003071.7-336767,150,NA
NC_003070.9-683427,150,NA
NC_003070.9-2446126,150,NA
NC_003075.7-2293649,150,NA
NC_003074.8-360957,150,NA
NC_003070.9-1254029,150,NA
NC_003070.9-2928151,150,NA
NC_003076.8-3479602,150,NA
NC_003076.8-2268604,150,NA
NC_003071.7-1289247,150,NA
NC_003071.7-205617,150,NA
NC_003076.8-725764,150,NA
NC_003075.7-292945,150,NA
NC_003076.8-14765,150,NA
NC_003076.8-1790753,150,NA
NC_003070.9-3741772,150,NA
NC_003074.8-2034537,150,NA
NC_003074.8-844928,150,NA
NC_003076.8-1354252,150,NA
NC_003076.8-2135431,150,NA
NC_003076.8-2692579,150,NA
NC_003074.8-2862577,150,NA
NC_003071.7-1633971,150,NA
NC_003070.9-1850248,150,NA
NC_003074.8-1454561,150,NA
NC_003071.7-1542550,150,NA
NC_003074.8-761657,150,NA
NC_003076.8-872745,150,NA
NC_003070.9-2804900,150,NA
NC_003076.8-2724410,150,NA
NC_003070.9-849085,150,NA
NC_003070.9-116976,150,NA
NC_003074.8-1813835,150,NA
NC_003074.8-1797086,150,NA
NC_003070.9-530780,150,NA
NC_003071.7-179096,150,NA
NC_003071.7-1883898,150,NA
NC_003074.8-2366104,150,NA
NC_003070.9-1043121,150,NA
NC_003070.9-3971884,150,NA
NC_003070.9-3201047,150,NA
NC_003076.8-1696934,150,NA
NC_003074.8-1057356,150,NA
NC_003076.8-2777484,150,NA
NC_003076.8-2550701,150,NA
NC_003071.7-1577302,150,NA
NC_003074.8-430722,150,NA
NC_003076.8-2389088,150,NA
NC_003076.8-3085974,150,NA
NC_003071.7-1374835,150,NA
NC_003074.8-139315,150,NA
NC_003076.8-858782,150,NA
NC_003071.7-408760,150,NA
NC_003070.9-1417309,150,NA
NC_003074.8-1175559,150,NA
