Object_ID, Length, Assignment
ATMD01000002.1-1707388,150,NA
ATMD01000004.1-1831381,150,NA
ATMD01000001.1-2117088,150,NA
ATMD01000002.1-1822789,150,NA
ATMD01000003.1-94586,150,NA
ATMD01000002.1-740154,150,NA
ATMD01000004.1-1060243,150,NA
ATMD01000004.1-3616662,150,NA
ATMD01000004.1-913460,150,NA
ATMD01000001.1-3500809,150,NA
ATMD01000002.1-1922382,150,NA
ATMD01000002.1-2030474,150,NA
ATMD01000002.1-2217566,150,NA
ATMD01000001.1-1053702,150,NA
ATMD01000003.1-432089,150,NA
ATMD01000002.1-2000711,150,NA
ATMD01000004.1-1143321,150,NA
ATMD01000004.1-2925481,150,NA
ATMD01000001.1-3337022,150,NA
ATMD01000001.1-2189232,150,NA
ATMD01000001.1-3260460,150,NA
ATMD01000004.1-3140444,150,NA
ATMD01000004.1-1931297,150,NA
ATMD01000004.1-1648396,150,NA
ATMD01000001.1-3478759,150,NA
ATMD01000003.1-249875,150,NA
ATMD01000003.1-867978,150,NA
ATMD01000001.1-1294545,150,NA
ATMD01000004.1-3542702,150,NA
ATMD01000001.1-2486095,150,NA
ATMD01000002.1-1434,150,NA
ATMD01000001.1-403089,150,NA
ATMD01000003.1-702399,150,NA
ATMD01000004.1-2751030,150,NA
ATMD01000002.1-2264955,150,NA
ATMD01000001.1-994263,150,NA
ATMD01000002.1-2291036,150,NA
ATMD01000004.1-1627434,150,NA
ATMD01000001.1-898406,150,NA
ATMD01000004.1-2924165,150,NA
ATMD01000002.1-1956672,150,NA
ATMD01000004.1-718393,150,NA
ATMD01000003.1-511510,150,NA
ATMD01000001.1-520384,150,NA
ATMD01000003.1-504412,150,NA
ATMD01000004.1-1502875,150,NA
ATMD01000004.1-1468485,150,NA
ATMD01000001.1-3359390,150,NA
ATMD01000002.1-809004,150,NA
ATMD01000003.1-950162,150,NA
ATMD01000001.1-316971,150,NA
ATMD01000001.1-2070022,150,NA
ATMD01000004.1-1087186,150,NA
ATMD01000004.1-1632207,150,NA
ATMD01000001.1-884482,150,NA
ATMD01000001.1-2549326,150,NA
ATMD01000001.1-3042403,150,NA
ATMD01000004.1-1663311,150,NA
ATMD01000002.1-837445,150,NA
ATMD01000003.1-819036,150,NA
ATMD01000003.1-642823,150,NA
ATMD01000004.1-2541688,150,NA
ATMD01000004.1-180520,150,NA
ATMD01000001.1-3327729,150,NA
ATMD01000001.1-3358478,150,NA
ATMD01000004.1-3304702,150,NA
ATMD01000004.1-2115859,150,NA
ATMD01000003.1-414947,150,NA
ATMD01000002.1-1644590,150,NA
ATMD01000003.1-629009,150,NA
ATMD01000003.1-348242,150,NA
ATMD01000002.1-1182106,150,NA
ATMD01000001.1-1477435,150,NA
ATMD01000004.1-2725119,150,NA
ATMD01000002.1-1090705,150,NA
ATMD01000004.1-2032649,150,NA
ATMD01000001.1-2481242,150,NA
ATMD01000001.1-2426750,150,NA
ATMD01000002.1-653692,150,NA
ATMD01000001.1-481708,150,NA
ATMD01000002.1-2290666,150,NA
ATMD01000004.1-3084134,150,NA
ATMD01000004.1-3067405,150,NA
ATMD01000001.1-165150,150,NA
ATMD01000003.1-792525,150,NA
ATMD01000002.1-1431973,150,NA
ATMD01000004.1-3636057,150,NA
ATMD01000001.1-674735,150,NA
ATMD01000001.1-3587276,150,NA
ATMD01000001.1-2820775,150,NA
ATMD01000004.1-1227489,150,NA
ATMD01000004.1-2328152,150,NA
ATMD01000002.1-2338583,150,NA
ATMD01000002.1-2410879,150,NA
ATMD01000002.1-1125446,150,NA
