Object_ID, Length, Assignment
MNFY01000293.1-34426,150,651137
MNFY01000052.1-18401,150,NA
MNFY01000109.1-12212,150,651137
MNFY01000235.1-86663,150,651137
MNFY01000157.1-54606,150,651137
MNFY01000028.1-53927,150,651137
MNFY01000184.1-4132,150,NA
MNFY01000306.1-16215,150,651137
MNFY01000063.1-10130,150,NA
MNFY01000105.1-38,150,NA
MNFY01000095.1-2593,150,NA
MNFY01000120.1-10684,150,651137
MNFY01000248.1-4776,150,NA
MNFY01000180.1-1909,150,NA
MNFY01000181.1-13109,150,651137
MNFY01000281.1-3921,150,NA
MNFY01000268.1-15586,150,651137
MNFY01000280.1-2911,150,NA
MNFY01000002.1-70251,150,651137
MNFY01000273.1-58356,150,651137
MNFY01000224.1-15689,150,NA
MNFY01000202.1-65874,150,651137
MNFY01000200.1-20727,150,651137
MNFY01000199.1-12416,150,NA
MNFY01000058.1-20988,150,NA
MNFY01000297.1-12895,150,NA
MNFY01000325.1-17998,150,NA
MNFY01000239.1-12421,150,NA
MNFY01000048.1-23132,150,651137
MNFY01000064.1-96219,150,651137
MNFY01000242.1-211,150,NA
MNFY01000147.1-1296,150,28889
MNFY01000072.1-7419,150,651137
MNFY01000104.1-19460,150,651137
MNFY01000209.1-165,150,NA
MNFY01000170.1-14470,150,651137
MNFY01000213.1-2246,150,NA
MNFY01000008.1-26454,150,651137
MNFY01000071.1-17613,150,651137
MNFY01000280.1-1595,150,NA
MNFY01000215.1-24882,150,651137
MNFY01000314.1-42297,150,651137
MNFY01000131.1-5530,150,NA
MNFY01000079.1-2591,150,1224
MNFY01000181.1-85432,150,651137
MNFY01000077.1-9780,150,NA
MNFY01000306.1-160247,150,651137
MNFY01000231.1-20619,150,651137
MNFY01000028.1-122777,150,651137
MNFY01000204.1-1182,150,NA
MNFY01000265.1-47178,150,651137
MNFY01000162.1-3146,150,NA
MNFY01000029.1-362011,150,651137
MNFY01000008.1-31227,150,651137
MNFY01000071.1-3689,150,651137
MNFY01000305.1-8450,150,NA
MNFY01000316.1-23227,150,651137
MNFY01000183.1-9331,150,NA
MNFY01000176.1-5218,150,NA
MNFY01000063.1-10056,150,NA
MNFY01000055.1-3843,150,NA
MNFY01000114.1-21118,150,651137
MNFY01000316.1-69582,150,651137
MNFY01000002.1-60958,150,651137
MNFY01000231.1-19707,150,651137
MNFY01000172.1-49132,150,651137
MNFY01000143.1-13289,150,651137
MNFY01000314.1-96967,150,651137
MNFY01000075.1-10629,150,651137
MNFY01000033.1-2029,150,NA
MNFY01000314.1-30262,150,651137
MNFY01000029.1-1884,150,651137
MNFY01000047.1-8960,150,651137
MNFY01000259.1-6549,150,NA
MNFY01000336.1-59475,150,651137
MNFY01000189.1-24079,150,651137
MNFY01000064.1-91366,150,651137
MNFY01000064.1-36874,150,651137
MNFY01000245.1-465,150,NA
MNFY01000066.1-4915,150,NA
MNFY01000213.1-1876,150,NA
MNFY01000202.1-9564,150,651137
MNFY01000193.1-7835,150,NA
MNFY01000332.1-357,150,NA
MNFY01000072.1-97545,150,651137
MNFY01000029.1-252503,150,651137
MNFY01000306.1-35743,150,651137
MNFY01000159.1-21942,150,651137
MNFY01000229.1-6276,150,NA
MNFY01000173.1-142273,150,NA
MNFY01000007.1-88694,150,651137
MNFY01000111.1-190582,150,651137
MNFY01000011.1-44793,150,651137
MNFY01000220.1-20088,150,NA
MNFY01000317.1-10216,150,651137
MNFY01000087.1-7946,150,NA
MNFY01000029.1-379808,150,651137
MNFY01000002.1-53042,150,651137
MNFY01000020.1-5790,150,651137
MNFY01000140.1-10878,150,NA
MNFY01000316.1-129652,150,651137
MNFY01000014.1-8159,150,NA
MNFY01000170.1-67066,150,651137
MNFY01000148.1-13707,150,651137
MNFY01000028.1-123574,150,651137
MNFY01000213.1-682,150,NA
MNFY01000011.1-33074,150,NA
